GAME_DATE,TEAM_ABBREVIATION,TEAM_NAME,MATCHUP,PLAYER_NAME,PLAYER_POSITION,NBA_FANTASY_PTS,NBA_FANTASY_PTS_RANK,FG3M,FG3M_RANK,AST,AST_RANK,BLK,BLK_RANK,FGM,FGM_RANK,FTM,FTM_RANK,REB,REB_RANK,STL,STL_RANK,TOV,TOV_RANK,BLK_DAY_RANK
2/4/2019,MIL,Milwaukee Bucks,MIL @ BKN,Giannis Antetokounmpo,F,66.5,135,0,12874,9,525,3,272,12,318,6,1093,15,299,0,11467,4,786,3
2/4/2019,DET,Detroit Pistons,DET vs. DEN,Andre Drummond,C,52.9,728,0,12874,3,5849,3,272,12,318,3,4174,12,814,0,11467,2,4097,4
2/4/2019,SAC,Sacramento Kings,SAC vs. SAS,Marvin Bagley III,F,56.4,485,1,7056,4,3929,3,272,10,888,3,4174,12,814,1,4317,0,15731,5
2/4/2019,WAS,Washington Wizards,WAS vs. ATL,Jordan McRae,G,38.5,3041,2,3543,1,12618,2,812,8,2174,2,6102,5,7038,2,1393,1,8514,6
2/4/2019,DET,Detroit Pistons,DET vs. DEN,Zaza Pachulia,C,19.6,12151,0,12874,2,8551,2,812,1,18112,2,6102,8,2894,0,11467,3,1827,7
2/4/2019,WAS,Washington Wizards,WAS vs. ATL,Otto Porter Jr.,F,33.6,4650,0,12874,2,8551,2,812,5,6509,3,4174,8,2894,1,4317,1,8514,8
2/4/2019,BKN,Brooklyn Nets,BKN vs. MIL,DeMarre Carroll,F,26.2,8106,0,12874,2,8551,1,2443,2,14769,4,2601,6,5192,2,1393,1,8514,9
2/4/2019,DET,Detroit Pistons,DET vs. DEN,Ish Smith,G,21.3,11046,1,7056,5,2659,1,2443,1,18112,0,13385,4,9339,2,1393,3,1827,10
2/3/2019,LAC,LA Clippers,LAC @ TOR,Montrezl Harrell,F-C,30.1,6151,0,12874,1,12618,4,98,5,6509,0,13385,3,12137,1,4317,0,15731,1
2/3/2019,NYK,New York Knicks,NYK vs. MEM,Luke Kornet,F-C,26.3,8058,3,1597,1,12618,3,272,4,8828,0,13385,4,9339,0,11467,0,15731,2
2/3/2019,LAC,LA Clippers,LAC @ TOR,Shai Gilgeous-Alexander,G,37.5,3321,0,12874,3,5849,2,812,9,1419,1,10110,5,7038,1,4317,1,8514,3
2/3/2019,BOS,Boston Celtics,BOS vs. OKC,Jayson Tatum,F,34.4,4352,0,12874,2,8551,2,812,4,8828,3,4174,7,3913,2,1393,0,15731,4
2/3/2019,OKC,Oklahoma City Thunder,OKC @ BOS,Nerlens Noel,F-C,13.4,16296,0,12874,0,18130,2,812,1,18112,0,13385,2,15352,1,4317,0,15731,5
2/3/2019,TOR,Toronto Raptors,TOR vs. LAC,Pascal Siakam,F,21.8,10738,1,7056,0,18130,1,2443,4,8828,6,1093,4,9339,0,11467,1,8514,6
2/3/2019,OKC,Oklahoma City Thunder,OKC @ BOS,Patrick Patterson,F,16.1,14472,1,7056,1,12618,1,2443,2,14769,0,13385,3,12137,1,4317,0,15731,7
2/3/2019,BOS,Boston Celtics,BOS vs. OKC,Al Horford,C-F,40.9,2437,1,7056,9,525,1,2443,8,2174,0,13385,2,15352,2,1393,1,8514,8
2/3/2019,NYK,New York Knicks,NYK vs. MEM,DeAndre Jordan,C,34.4,4352,0,12874,2,8551,1,2443,3,11548,6,1093,12,814,1,4317,1,8514,9
2/3/2019,MEM,Memphis Grizzlies,MEM @ NYK,Mike Conley,G,56.1,505,2,3543,7,1184,1,2443,9,1419,5,1672,8,2894,3,415,1,8514,10
2/28/2019,IND,Indiana Pacers,IND vs. MIN,Myles Turner,C-F,24.2,9222,1,7056,0,18130,6,10,1,18112,0,13385,1,18809,1,4317,1,8514,1
2/28/2019,UTA,Utah Jazz,UTA @ DEN,Rudy Gobert,C,38.1,3148,0,12874,1,12618,4,98,5,6509,6,1093,8,2894,0,11467,1,8514,2
2/28/2019,HOU,Houston Rockets,HOU vs. MIA,Clint Capela,C,28.2,7054,0,12874,2,8551,2,812,2,14769,2,6102,11,1140,1,4317,3,1827,3
2/28/2019,PHI,Philadelphia 76ers,PHI @ OKC,Ben Simmons,G,51.1,878,0,12874,11,183,2,812,5,6509,1,10110,13,591,2,1393,4,786,4
2/28/2019,ORL,Orlando Magic,ORL vs. GSW,D.J. Augustin,G,26.5,7958,2,3543,3,5849,2,812,6,4636,0,13385,0,22086,1,4317,1,8514,5
2/28/2019,MIA,Miami Heat,MIA @ HOU,Bam Adebayo,C-F,29.1,6612,0,12874,5,2659,2,812,3,11548,4,2601,3,12137,1,4317,1,8514,6
2/28/2019,CLE,Cleveland Cavaliers,CLE @ NYK,Cedi Osman,F,43.9,1878,3,1597,5,2659,2,812,7,3260,4,2601,7,3913,1,4317,2,4097,7
2/28/2019,DEN,Denver Nuggets,DEN vs. UTA,Malik Beasley,G,18.3,12997,0,12874,1,12618,2,812,3,11548,0,13385,4,9339,0,11467,0,15731,8
2/28/2019,IND,Indiana Pacers,IND vs. MIN,Cory Joseph,G,41,2414,2,3543,12,111,2,812,3,11548,0,13385,5,7038,1,4317,0,15731,9
2/28/2019,ORL,Orlando Magic,ORL vs. GSW,Nikola Vucevic,C,40.6,2511,1,7056,6,1803,2,812,4,8828,3,4174,13,591,0,11467,2,4097,10
2/27/2019,MIL,Milwaukee Bucks,MIL @ SAC,Brook Lopez,C,35.5,3937,1,7056,3,5849,6,10,3,11548,0,13385,5,7038,0,11467,0,15731,1
2/27/2019,CHI,Chicago Bulls,CHI @ MEM,Robin Lopez,C,22.1,10543,0,12874,1,12618,5,37,2,14769,0,13385,3,12137,0,11467,2,4097,2
2/27/2019,UTA,Utah Jazz,UTA vs. LAC,Rudy Gobert,C,48.6,1153,0,12874,2,8551,4,98,6,4636,8,447,13,591,0,11467,2,4097,3
2/27/2019,CHI,Chicago Bulls,CHI @ MEM,Otto Porter Jr.,F,46.7,1427,3,1597,3,5849,3,272,7,3260,3,4174,6,5192,3,415,3,1827,4
2/27/2019,UTA,Utah Jazz,UTA vs. LAC,Derrick Favors,F-C,38.7,2981,0,12874,1,12618,3,272,5,6509,3,4174,11,1140,1,4317,1,8514,5
2/27/2019,ATL,Atlanta Hawks,ATL vs. MIN,DeAndre' Bembry,F,42.8,2049,1,7056,2,8551,3,272,7,3260,1,10110,14,434,0,11467,2,4097,6
2/27/2019,BKN,Brooklyn Nets,BKN vs. WAS,Jarrett Allen,C,31.2,5670,0,12874,0,18130,3,272,6,4636,0,13385,6,5192,1,4317,0,15731,7
2/27/2019,SAS,San Antonio Spurs,SAS vs. DET,Jakob Poeltl,C,38.3,3104,0,12874,1,12618,3,272,4,8828,3,4174,14,434,0,11467,0,15731,8
2/27/2019,UTA,Utah Jazz,UTA vs. LAC,Joe Ingles,F,34,4510,2,3543,6,1803,3,272,4,8828,1,10110,5,7038,0,11467,1,8514,9
2/27/2019,SAS,San Antonio Spurs,SAS vs. DET,LaMarcus Aldridge,C-F,40.5,2531,0,12874,3,5849,2,812,11,549,2,6102,5,7038,0,11467,0,15731,10
2/26/2019,NYK,New York Knicks,NYK vs. ORL,Mitchell Robinson,C,60.8,294,0,12874,0,18130,6,10,6,4636,5,1672,14,434,3,415,0,15731,1
2/26/2019,ORL,Orlando Magic,ORL @ NYK,Jonathan Isaac,F,32.2,5198,4,662,0,18130,3,272,6,4636,0,13385,6,5192,0,11467,0,15731,2
2/26/2019,ORL,Orlando Magic,ORL @ NYK,Nikola Vucevic,C,59.2,354,2,3543,6,1803,3,272,12,318,0,13385,11,1140,1,4317,1,8514,3
2/26/2019,DEN,Denver Nuggets,DEN vs. OKC,Torrey Craig,F,17.6,13421,0,12874,2,8551,2,812,0,21502,0,13385,3,12137,2,1393,1,8514,4
2/26/2019,TOR,Toronto Raptors,TOR vs. BOS,Chris Boucher,F,10.4,18298,0,12874,0,18130,2,812,1,18112,0,13385,2,15352,0,11467,0,15731,5
2/26/2019,OKC,Oklahoma City Thunder,OKC @ DEN,Jerami Grant,F,37.5,3321,2,3543,3,5849,2,812,9,1419,1,10110,5,7038,0,11467,0,15731,6
2/26/2019,DEN,Denver Nuggets,DEN vs. OKC,Nikola Jokic,C,62.8,219,4,662,10,325,1,2443,11,549,10,204,9,2204,0,11467,2,4097,7
2/26/2019,BOS,Boston Celtics,BOS @ TOR,Gordon Hayward,F,17.4,13598,0,12874,2,8551,1,2443,2,14769,5,1672,2,15352,0,11467,0,15731,8
2/26/2019,TOR,Toronto Raptors,TOR vs. BOS,Pascal Siakam,F,46.6,1440,4,662,2,8551,1,2443,10,888,1,10110,8,2894,2,1393,0,15731,9
2/26/2019,OKC,Oklahoma City Thunder,OKC @ DEN,Nerlens Noel,F-C,18.5,12859,0,12874,1,12618,1,2443,3,11548,1,10110,5,7038,1,4317,2,4097,10
2/25/2019,MIL,Milwaukee Bucks,MIL @ CHI,Brook Lopez,C,37.3,3376,0,12874,1,12618,5,37,5,6509,3,4174,4,9339,1,4317,0,15731,1
2/25/2019,NOP,New Orleans Pelicans,NOP vs. PHI,Anthony Davis,F-C,42.2,2152,0,12874,2,8551,3,272,8,2174,2,6102,6,5192,2,1393,1,8514,2
2/25/2019,IND,Indiana Pacers,IND @ DET,Myles Turner,C-F,23,9940,1,7056,0,18130,3,272,3,11548,0,13385,5,7038,1,4317,2,4097,3
2/25/2019,GSW,Golden State Warriors,GSW @ CHA,DeMarcus Cousins,C,52.7,745,1,7056,3,5849,3,272,9,1419,5,1672,11,1140,1,4317,1,8514,4
2/25/2019,DET,Detroit Pistons,DET vs. IND,Andre Drummond,C,60.7,299,0,12874,1,12618,3,272,12,318,2,6102,16,207,2,1393,1,8514,5
2/25/2019,GSW,Golden State Warriors,GSW @ CHA,Draymond Green,F,44.6,1748,1,7056,10,325,3,272,6,4636,1,10110,8,2894,1,4317,6,130,6
2/25/2019,SAS,San Antonio Spurs,SAS @ BKN,LaMarcus Aldridge,C-F,47.5,1301,0,12874,1,12618,3,272,12,318,2,6102,10,1582,0,11467,1,8514,7
2/25/2019,CHA,Charlotte Hornets,CHA vs. GSW,Cody Zeller,C,58.8,376,0,12874,2,8551,3,272,13,186,2,6102,9,2204,3,415,1,8514,8
2/25/2019,NOP,New Orleans Pelicans,NOP vs. PHI,Julius Randle,C-F,52.3,770,0,12874,1,12618,2,812,6,4636,7,723,14,434,3,415,0,15731,9
2/25/2019,MIN,Minnesota Timberwolves,MIN vs. SAC,Karl-Anthony Towns,C,68.7,113,3,1597,5,2659,2,812,13,186,5,1672,21,32,0,11467,4,786,10
2/24/2019,NYK,New York Knicks,NYK vs. SAS,Mitchell Robinson,C,47.3,1338,0,12874,1,12618,5,37,5,6509,5,1672,14,434,0,11467,1,8514,1
2/24/2019,LAC,LA Clippers,LAC @ DEN,Patrick Beverley,G,21.2,11106,0,12874,4,3929,2,812,0,21502,2,6102,6,5192,0,11467,0,15731,2
2/24/2019,LAC,LA Clippers,LAC @ DEN,Montrezl Harrell,F-C,21.9,10673,0,12874,3,5849,2,812,3,11548,2,6102,2,15352,1,4317,2,4097,3
2/24/2019,ORL,Orlando Magic,ORL @ TOR,Jonathan Isaac,F,28.2,7054,3,1597,0,18130,2,812,5,6509,3,4174,6,5192,0,11467,1,8514,4
2/24/2019,SAS,San Antonio Spurs,SAS @ NYK,LaMarcus Aldridge,C-F,27.1,7599,0,12874,1,12618,2,812,7,3260,4,2601,3,12137,0,11467,2,4097,5
2/24/2019,ORL,Orlando Magic,ORL @ TOR,Wes Iwundu,F,16.1,14472,0,12874,1,12618,2,812,2,14769,1,10110,3,12137,0,11467,0,15731,6
2/24/2019,TOR,Toronto Raptors,TOR vs. ORL,Pascal Siakam,F,33.7,4615,2,3543,3,5849,2,812,3,11548,2,6102,11,1140,0,11467,0,15731,7
2/24/2019,DEN,Denver Nuggets,DEN vs. LAC,Paul Millsap,F,56.2,497,2,3543,2,8551,2,812,8,2174,3,4174,16,207,3,415,2,4097,8
2/24/2019,NYK,New York Knicks,NYK vs. SAS,Noah Vonleh,F,14.1,15828,0,12874,3,5849,1,2443,1,18112,1,10110,3,12137,0,11467,0,15731,9
2/24/2019,LAC,LA Clippers,LAC @ DEN,Ivica Zubac,C,21.4,10970,0,12874,2,8551,1,2443,4,8828,0,13385,7,3913,0,11467,1,8514,10
2/23/2019,ATL,Atlanta Hawks,ATL vs. PHX,Dewayne Dedmon,C,51.6,833,1,7056,2,8551,6,10,7,3260,3,4174,8,2894,1,4317,0,15731,1
2/23/2019,GSW,Golden State Warriors,GSW vs. HOU,DeMarcus Cousins,C,47.8,1257,1,7056,2,8551,4,98,4,8828,4,2601,14,434,3,415,6,130,2
2/23/2019,DET,Detroit Pistons,DET @ MIA,Andre Drummond,C,41.8,2238,0,12874,0,18130,4,98,4,8828,4,2601,14,434,1,4317,2,4097,3
2/23/2019,MIL,Milwaukee Bucks,MIL vs. MIN,Brook Lopez,C,42.9,2028,3,1597,1,12618,4,98,7,3260,2,6102,7,3913,1,4317,1,8514,4
2/23/2019,SAC,Sacramento Kings,SAC @ OKC,Marvin Bagley III,F,49.5,1057,0,12874,3,5849,3,272,8,2174,3,4174,10,1582,2,1393,1,8514,5
2/23/2019,DAL,Dallas Mavericks,DAL @ UTA,Salah Mejri,C,21,11254,0,12874,2,8551,3,272,0,21502,1,10110,5,7038,1,4317,1,8514,6
2/23/2019,BKN,Brooklyn Nets,BKN @ CHA,Jarrett Allen,C,35.2,4048,0,12874,2,8551,3,272,4,8828,3,4174,11,1140,0,11467,1,8514,7
2/23/2019,MIA,Miami Heat,MIA vs. DET,Hassan Whiteside,C,46,1535,0,12874,0,18130,3,272,6,4636,1,10110,15,299,2,1393,0,15731,8
2/23/2019,WAS,Washington Wizards,WAS vs. IND,Thomas Bryant,C,54.4,611,3,1597,4,3929,3,272,9,1419,2,6102,12,814,2,1393,4,786,9
2/23/2019,UTA,Utah Jazz,UTA vs. DAL,Rudy Gobert,C,37.9,3215,0,12874,1,12618,3,272,4,8828,7,723,12,814,0,11467,2,4097,10
2/22/2019,CHI,Chicago Bulls,CHI @ ORL,Robin Lopez,C,35.7,3867,0,12874,1,12618,3,272,8,2174,2,6102,6,5192,0,11467,0,15731,1
2/22/2019,NYK,New York Knicks,NYK vs. MIN,Mitchell Robinson,C,15.9,14616,0,12874,1,12618,3,272,0,21502,0,13385,2,15352,1,4317,0,15731,2
2/22/2019,SAS,San Antonio Spurs,SAS @ TOR,Jakob Poeltl,C,30.3,6073,0,12874,1,12618,3,272,4,8828,0,13385,9,2204,1,4317,2,4097,3
2/22/2019,OKC,Oklahoma City Thunder,OKC vs. UTA,Jerami Grant,F,39.3,2830,3,1597,1,12618,3,272,6,4636,3,4174,4,9339,2,1393,0,15731,4
2/22/2019,ORL,Orlando Magic,ORL vs. CHI,Aaron Gordon,F,34,4510,2,3543,4,3929,3,272,7,3260,1,10110,5,7038,0,11467,4,786,5
2/22/2019,CHA,Charlotte Hornets,CHA vs. WAS,Cody Zeller,C,33.3,4762,0,12874,3,5849,3,272,3,11548,5,1672,9,2204,0,11467,2,4097,6
2/22/2019,UTA,Utah Jazz,UTA @ OKC,Derrick Favors,F-C,45,1693,0,12874,2,8551,3,272,10,888,4,2601,10,1582,0,11467,3,1827,7
2/22/2019,UTA,Utah Jazz,UTA @ OKC,Rudy Gobert,C,58.4,390,0,12874,2,8551,3,272,9,1419,8,447,17,151,1,4317,3,1827,8
2/22/2019,ATL,Atlanta Hawks,ATL vs. DET,Dewayne Dedmon,C,39.2,2856,1,7056,2,8551,3,272,5,6509,3,4174,11,1140,1,4317,3,1827,9
2/22/2019,MIN,Minnesota Timberwolves,MIN @ NYK,Luol Deng,F,21.3,11046,0,12874,1,12618,2,812,2,14769,3,4174,4,9339,1,4317,1,8514,10
2/21/2019,GSW,Golden State Warriors,GSW vs. SAC,Kevin Durant,F,65.8,149,1,7056,4,3929,7,3,10,888,7,723,9,2204,1,4317,3,1827,1
2/21/2019,POR,Portland Trail Blazers,POR @ BKN,Jake Layman,F,22,10605,0,12874,0,18130,3,272,3,11548,0,13385,5,7038,1,4317,2,4097,2
2/21/2019,BOS,Boston Celtics,BOS @ MIL,Al Horford,C-F,63.9,188,2,3543,5,2659,3,272,8,2174,3,4174,17,151,2,1393,0,15731,3
2/21/2019,POR,Portland Trail Blazers,POR @ BKN,Jusuf Nurkic,C,46.9,1399,0,12874,1,12618,3,272,10,888,7,723,12,814,0,11467,5,338,4
2/21/2019,POR,Portland Trail Blazers,POR @ BKN,CJ McCollum,G,40.7,2493,1,7056,5,2659,2,812,9,1419,2,6102,6,5192,0,11467,1,8514,5
2/21/2019,CLE,Cleveland Cavaliers,CLE vs. PHX,Ante Zizic,C,37.9,3215,0,12874,1,12618,2,812,7,3260,1,10110,12,814,1,4317,2,4097,6
2/21/2019,MIL,Milwaukee Bucks,MIL vs. BOS,Giannis Antetokounmpo,F,59.6,344,1,7056,6,1803,2,812,11,549,7,723,13,591,1,4317,4,786,7
2/21/2019,LAL,Los Angeles Lakers,LAL vs. HOU,JaVale McGee,C,24.5,9047,0,12874,1,12618,2,812,4,8828,3,4174,5,7038,0,11467,0,15731,8
2/21/2019,GSW,Golden State Warriors,GSW vs. SAC,Andre Iguodala,G,26.6,7890,0,12874,4,3929,2,812,4,8828,1,10110,3,12137,1,4317,1,8514,9
2/21/2019,MIA,Miami Heat,MIA @ PHI,Hassan Whiteside,C,22,10605,0,12874,2,8551,2,812,2,14769,0,13385,5,7038,1,4317,0,15731,10
2/2/2019,UTA,Utah Jazz,UTA vs. HOU,Derrick Favors,F-C,22.6,10204,0,12874,0,18130,5,37,2,14769,0,13385,3,12137,0,11467,0,15731,1
2/2/2019,HOU,Houston Rockets,HOU @ UTA,James Harden,G,89.9,4,4,662,5,2659,4,98,12,318,15,30,12,814,6,3,5,338,2
2/2/2019,PHI,Philadelphia 76ers,PHI @ SAC,Joel Embiid,F-C,63.4,205,0,12874,2,8551,4,98,9,1419,11,128,17,151,1,4317,4,786,3
2/2/2019,ORL,Orlando Magic,ORL vs. BKN,Jonathan Isaac,F,40.9,2437,1,7056,1,12618,3,272,3,11548,3,4174,12,814,3,415,3,1827,4
2/2/2019,GSW,Golden State Warriors,GSW vs. LAL,Draymond Green,F,30.1,6151,0,12874,7,1184,3,272,2,14769,0,13385,3,12137,1,4317,0,15731,5
2/2/2019,ORL,Orlando Magic,ORL vs. BKN,Nikola Vucevic,C,54.4,611,0,12874,4,3929,3,272,12,318,0,13385,12,814,1,4317,2,4097,6
2/2/2019,DEN,Denver Nuggets,DEN @ MIN,Mason Plumlee,F-C,25.5,8501,0,12874,5,2659,3,272,2,14769,0,13385,5,7038,0,11467,1,8514,7
2/2/2019,ATL,Atlanta Hawks,ATL @ PHX,Dewayne Dedmon,C,22.8,10070,3,1597,0,18130,3,272,4,8828,0,13385,4,9339,0,11467,2,4097,8
2/2/2019,DET,Detroit Pistons,DET vs. LAC,Andre Drummond,C,38.7,2981,0,12874,1,12618,3,272,5,6509,2,6102,11,1140,2,1393,3,1827,9
2/2/2019,NOP,New Orleans Pelicans,NOP @ SAS,Jahlil Okafor,C,31.4,5566,0,12874,4,3929,3,272,3,11548,0,13385,7,3913,1,4317,1,8514,10
2/14/2019,NYK,New York Knicks,NYK @ ATL,Mitchell Robinson,C,28.4,6972,0,12874,0,18130,4,98,3,11548,0,13385,7,3913,1,4317,1,8514,1
2/14/2019,NOP,New Orleans Pelicans,NOP vs. OKC,Jrue Holiday,G,61.5,265,3,1597,7,1184,3,272,12,318,5,1672,5,7038,2,1393,2,4097,2
2/14/2019,NYK,New York Knicks,NYK @ ATL,DeAndre Jordan,C,36.6,3598,0,12874,0,18130,3,272,4,8828,2,6102,13,591,1,4317,1,8514,3
2/14/2019,CHA,Charlotte Hornets,CHA @ ORL,Devonte' Graham,G,15.4,14944,0,12874,4,3929,2,812,1,18112,0,13385,2,15352,0,11467,1,8514,4
2/14/2019,OKC,Oklahoma City Thunder,OKC @ NOP,Russell Westbrook,G,81.3,15,4,662,11,183,2,812,18,14,4,2601,14,434,1,4317,5,338,5
2/14/2019,ATL,Atlanta Hawks,ATL vs. NYK,Alex Len,C,24.7,8917,1,7056,1,12618,2,812,1,18112,3,4174,6,5192,2,1393,2,4097,6
2/14/2019,OKC,Oklahoma City Thunder,OKC @ NOP,Abdel Nader,F,7.4,20118,0,12874,0,18130,1,2443,1,18112,0,13385,2,15352,0,11467,0,15731,7
2/14/2019,ORL,Orlando Magic,ORL vs. CHA,D.J. Augustin,G,22.7,10138,2,3543,7,1184,1,2443,3,11548,0,13385,1,18809,0,11467,0,15731,8
2/14/2019,NOP,New Orleans Pelicans,NOP vs. OKC,Kenrich Williams,G,34.4,4352,1,7056,4,3929,1,2443,4,8828,0,13385,12,814,1,4317,1,8514,9
2/14/2019,NOP,New Orleans Pelicans,NOP vs. OKC,Cheick Diallo,F,16.7,14061,0,12874,1,12618,1,2443,3,11548,0,13385,6,5192,0,11467,1,8514,10
2/13/2019,BKN,Brooklyn Nets,BKN @ CLE,Jarrett Allen,C,48.9,1121,0,12874,3,5849,6,10,4,8828,2,6102,12,814,1,4317,1,8514,1
2/13/2019,NYK,New York Knicks,NYK vs. PHI,Mitchell Robinson,C,49.1,1094,0,12874,1,12618,4,98,5,6509,4,2601,13,591,2,1393,0,15731,2
2/13/2019,TOR,Toronto Raptors,TOR vs. WAS,Pascal Siakam,F,64,186,4,662,2,8551,3,272,15,65,10,204,10,1582,0,11467,4,786,3
2/13/2019,BKN,Brooklyn Nets,BKN @ CLE,Ed Davis,C,28.1,7107,0,12874,1,12618,3,272,2,14769,2,6102,8,2894,1,4317,1,8514,4
2/13/2019,POR,Portland Trail Blazers,POR vs. GSW,Zach Collins,F-C,19,12526,0,12874,0,18130,3,272,0,21502,4,2601,5,7038,0,11467,0,15731,5
2/13/2019,GSW,Golden State Warriors,GSW @ POR,Kevin Durant,F,47.8,1257,3,1597,2,8551,3,272,12,318,5,1672,4,9339,0,11467,1,8514,6
2/13/2019,IND,Indiana Pacers,IND vs. MIL,Myles Turner,C-F,25.2,8653,1,7056,2,8551,2,812,4,8828,2,6102,6,5192,0,11467,2,4097,7
2/13/2019,LAC,LA Clippers,LAC vs. PHX,JaMychal Green,F,26.9,7719,2,3543,1,12618,2,812,3,11548,0,13385,7,3913,1,4317,0,15731,8
2/13/2019,GSW,Golden State Warriors,GSW @ POR,Kevon Looney,C-F,21.1,11193,0,12874,3,5849,2,812,1,18112,0,13385,8,2894,0,11467,1,8514,9
2/13/2019,GSW,Golden State Warriors,GSW @ POR,Draymond Green,F,28.5,6916,1,7056,7,1184,2,812,4,8828,0,13385,5,7038,0,11467,3,1827,10
2/12/2019,UTA,Utah Jazz,UTA @ GSW,Derrick Favors,F-C,35.4,3972,0,12874,2,8551,4,98,6,4636,1,10110,7,3913,0,11467,1,8514,1
2/12/2019,SAS,San Antonio Spurs,SAS @ MEM,LaMarcus Aldridge,C-F,46.2,1501,0,12874,2,8551,3,272,8,2174,6,1093,11,1140,0,11467,1,8514,2
2/12/2019,ORL,Orlando Magic,ORL @ NOP,Jonathan Isaac,F,37.9,3215,2,3543,1,12618,3,272,7,3260,4,2601,7,3913,0,11467,1,8514,3
2/12/2019,NOP,New Orleans Pelicans,NOP vs. ORL,Anthony Davis,F-C,19.2,12408,0,12874,0,18130,3,272,1,18112,1,10110,6,5192,0,11467,0,15731,4
2/12/2019,MEM,Memphis Grizzlies,MEM vs. SAS,Bruno Caboclo,F,19.3,12352,0,12874,1,12618,3,272,2,14769,0,13385,4,9339,0,11467,0,15731,5
2/12/2019,GSW,Golden State Warriors,GSW vs. UTA,Stephen Curry,G,52,794,5,280,4,3929,2,812,8,2174,3,4174,5,7038,4,121,2,4097,6
2/12/2019,BOS,Boston Celtics,BOS @ PHI,Jayson Tatum,F,44.5,1768,1,7056,1,12618,2,812,7,3260,5,1672,10,1582,2,1393,1,8514,7
2/12/2019,ATL,Atlanta Hawks,ATL vs. LAL,Kent Bazemore,G,22.5,10259,1,7056,3,5849,2,812,2,14769,0,13385,5,7038,1,4317,2,4097,8
2/12/2019,GSW,Golden State Warriors,GSW vs. UTA,Klay Thompson,G,33.3,4762,3,1597,1,12618,2,812,9,1419,1,10110,4,9339,0,11467,1,8514,9
2/12/2019,NOP,New Orleans Pelicans,NOP vs. ORL,Julius Randle,C-F,28.8,6766,3,1597,4,3929,2,812,6,4636,0,13385,4,9339,0,11467,3,1827,10
2/11/2019,POR,Portland Trail Blazers,POR @ OKC,Jake Layman,F,35.3,4011,2,3543,1,12618,4,98,5,6509,5,1672,4,9339,0,11467,0,15731,1
2/11/2019,MIL,Milwaukee Bucks,MIL @ CHI,Brook Lopez,C,28.5,6916,1,7056,3,5849,3,272,3,11548,0,13385,5,7038,1,4317,1,8514,2
2/11/2019,DEN,Denver Nuggets,DEN vs. MIA,Mason Plumlee,F-C,32.1,5249,0,12874,3,5849,3,272,5,6509,1,10110,8,2894,0,11467,2,4097,3
2/11/2019,IND,Indiana Pacers,IND vs. CHA,Myles Turner,C-F,47.1,1365,2,3543,1,12618,3,272,6,4636,4,2601,8,2894,3,415,0,15731,4
2/11/2019,OKC,Oklahoma City Thunder,OKC vs. POR,Deonte Burton,G,27,7652,3,1597,0,18130,3,272,7,3260,1,10110,0,22086,0,11467,0,15731,5
2/11/2019,MIL,Milwaukee Bucks,MIL @ CHI,Giannis Antetokounmpo,F,64.4,170,2,3543,8,789,3,272,9,1419,9,316,17,151,0,11467,6,130,6
2/11/2019,MIA,Miami Heat,MIA @ DEN,James Johnson,F,35.2,4048,2,3543,2,8551,3,272,5,6509,2,6102,6,5192,1,4317,1,8514,7
2/11/2019,OKC,Oklahoma City Thunder,OKC vs. POR,Russell Westbrook,G,57.3,435,1,7056,11,183,2,812,5,6509,10,204,14,434,1,4317,6,130,8
2/11/2019,POR,Portland Trail Blazers,POR @ OKC,Jusuf Nurkic,C,32.9,4932,0,12874,1,12618,2,812,2,14769,5,1672,12,814,1,4317,1,8514,9
2/11/2019,TOR,Toronto Raptors,TOR vs. BKN,Serge Ibaka,C-F,42.9,2028,0,12874,1,12618,2,812,9,1419,0,13385,12,814,1,4317,0,15731,10
2/10/2019,ORL,Orlando Magic,ORL @ ATL,Jonathan Isaac,F,41.6,2276,3,1597,0,18130,5,37,6,4636,2,6102,3,12137,2,1393,0,15731,1
2/10/2019,SAC,Sacramento Kings,SAC vs. PHX,Willie Cauley-Stein,C,39.6,2762,0,12874,2,8551,5,37,3,11548,4,2601,8,2894,1,4317,1,8514,2
2/10/2019,PHX,Phoenix Suns,PHX @ SAC,Josh Jackson,F,31.5,5512,2,3543,1,12618,3,272,7,3260,2,6102,5,7038,0,11467,3,1827,3
2/10/2019,GSW,Golden State Warriors,GSW vs. MIA,DeMarcus Cousins,C,25.1,8705,0,12874,1,12618,3,272,2,14769,3,4174,3,12137,2,1393,2,4097,4
2/10/2019,SAC,Sacramento Kings,SAC vs. PHX,Nemanja Bjelica,F,34.6,4279,0,12874,2,8551,3,272,4,8828,2,6102,8,2894,1,4317,0,15731,5
2/10/2019,MIA,Miami Heat,MIA @ GSW,Bam Adebayo,C-F,32.7,5010,0,12874,3,5849,2,812,4,8828,0,13385,11,1140,1,4317,2,4097,6
2/10/2019,ATL,Atlanta Hawks,ATL vs. ORL,Taurean Prince,F,21.7,10804,2,3543,3,5849,2,812,3,11548,0,13385,1,18809,1,4317,1,8514,7
2/10/2019,LAL,Los Angeles Lakers,LAL @ PHI,Reggie Bullock,G,16.7,14061,0,12874,3,5849,2,812,1,18112,0,13385,1,18809,1,4317,0,15731,8
2/10/2019,POR,Portland Trail Blazers,POR @ DAL,Zach Collins,F-C,29.3,6538,0,12874,1,12618,2,812,3,11548,1,10110,9,2204,2,1393,2,4097,9
