GAME_DATE,TEAM_ABBREVIATION,TEAM_NAME,MATCHUP,PLAYER_NAME,PLAYER_POSITION,NBA_FANTASY_PTS,NBA_FANTASY_PTS_RANK,FG3M,FG3M_RANK,AST,AST_RANK,BLK,BLK_RANK,FGM,FGM_RANK,FTM,FTM_RANK,REB,REB_RANK,STL,STL_RANK,TOV,TOV_RANK,DAY_RANK
12/10/2018,MIN,Minnesota Timberwolves,MIN @ GSW,Karl-Anthony Towns,C,49.2,1089,1,7056,4,3929,1,2443,11,549,8,447,11,1140,0,11467,4,786,9
12/10/2018,OKC,Oklahoma City Thunder,OKC vs. UTA,Paul George,F,49.1,1094,5,280,3,5849,0,7843,8,2174,10,204,3,12137,4,121,2,4097,10
12/1/2018,MIL,Milwaukee Bucks,MIL @ NYK,Giannis Antetokounmpo,F,75.3,47,0,12874,7,1184,2,812,10,888,13,62,19,70,3,415,6,130,1
12/1/2018,BOS,Boston Celtics,BOS @ MIN,Gordon Hayward,F,56.8,463,4,662,8,789,0,7843,8,2174,10,204,9,2204,2,1393,2,4097,2
12/1/2018,TOR,Toronto Raptors,TOR @ CLE,Kawhi Leonard,F,55.8,519,3,1597,2,8551,2,812,11,549,9,316,9,2204,1,4317,1,8514,3
12/1/2018,WAS,Washington Wizards,WAS vs. BKN,John Wall,G,50.5,944,3,1597,9,525,0,7843,12,318,3,4174,5,7038,1,4317,2,4097,4
12/1/2018,DET,Detroit Pistons,DET vs. GSW,Andre Drummond,C,49.8,1013,0,12874,0,18130,2,812,7,3260,2,6102,19,70,3,415,4,786,5
12/1/2018,GSW,Golden State Warriors,GSW @ DET,Kevin Durant,F,49.7,1029,1,7056,7,1184,2,812,9,1419,9,316,6,5192,0,11467,2,4097,6
12/1/2018,CHI,Chicago Bulls,CHI @ HOU,Zach LaVine,G,48.3,1195,2,3543,3,5849,2,812,11,549,5,1672,4,9339,2,1393,2,4097,7
12/1/2018,CLE,Cleveland Cavaliers,CLE vs. TOR,Tristan Thompson,C-F,48.3,1195,0,12874,3,5849,0,7843,6,4636,6,1093,19,70,1,4317,0,15731,8
12/1/2018,MIL,Milwaukee Bucks,MIL @ NYK,Eric Bledsoe,G,47.5,1301,3,1597,7,1184,0,7843,11,549,2,6102,5,7038,2,1393,2,4097,9
12/1/2018,HOU,Houston Rockets,HOU vs. CHI,James Harden,G,46.7,1427,6,113,7,1184,1,2443,9,1419,6,1093,6,5192,1,4317,7,51,10
11/9/2018,PHI,Philadelphia 76ers,PHI vs. CHA,Joel Embiid,F-C,78.6,29,1,7056,4,3929,4,98,11,549,19,6,18,108,0,11467,3,1827,1
11/9/2018,DEN,Denver Nuggets,DEN vs. BKN,Nikola Jokic,C,69.7,91,1,7056,3,5849,2,812,14,108,8,447,21,32,1,4317,6,130,2
11/9/2018,PHI,Philadelphia 76ers,PHI vs. CHA,Ben Simmons,G,64.3,174,0,12874,13,71,3,272,9,1419,4,2601,9,2204,2,1393,3,1827,3
11/9/2018,MIN,Minnesota Timberwolves,MIN @ SAC,Karl-Anthony Towns,C,62.3,233,2,3543,1,12618,1,2443,15,65,7,723,19,70,0,11467,4,786,4
11/9/2018,CHA,Charlotte Hornets,CHA @ PHI,Kemba Walker,G,54.9,579,3,1597,9,525,0,7843,9,1419,9,316,7,3913,1,4317,0,15731,5
11/9/2018,IND,Indiana Pacers,IND @ MIA,Victor Oladipo,G,54,645,1,7056,10,325,0,7843,9,1419,3,4174,5,7038,4,121,1,8514,6
11/9/2018,WAS,Washington Wizards,WAS @ ORL,John Wall,G,51.4,851,0,12874,12,111,1,2443,9,1419,1,10110,7,3913,2,1393,3,1827,7
11/9/2018,BKN,Brooklyn Nets,BKN @ DEN,Jarrett Allen,C,49.8,1013,0,12874,2,8551,5,37,7,3260,4,2601,9,2204,1,4317,0,15731,8
11/9/2018,DET,Detroit Pistons,DET @ ATL,Andre Drummond,C,49.7,1029,0,12874,1,12618,4,98,10,888,3,4174,11,1140,1,4317,3,1827,9
11/9/2018,ORL,Orlando Magic,ORL vs. WAS,Nikola Vucevic,C,49.3,1075,1,7056,3,5849,2,812,10,888,0,13385,14,434,1,4317,2,4097,10
11/8/2018,BOS,Boston Celtics,BOS @ PHX,Kyrie Irving,G,65.4,153,6,113,6,1803,1,2443,13,186,7,723,7,3913,3,415,3,1827,1
11/8/2018,OKC,Oklahoma City Thunder,OKC vs. HOU,Paul George,F,59.2,354,3,1597,6,1803,0,7843,7,3260,3,4174,11,1140,6,3,1,8514,2
11/8/2018,PHX,Phoenix Suns,PHX vs. BOS,Devin Booker,G,58.1,407,4,662,9,525,0,7843,15,65,4,2601,3,12137,3,415,6,130,3
11/8/2018,MIL,Milwaukee Bucks,MIL @ GSW,Giannis Antetokounmpo,F,50.8,910,0,12874,4,3929,2,812,7,3260,10,204,9,2204,2,1393,2,4097,4
11/8/2018,PHX,Phoenix Suns,PHX vs. BOS,T.J. Warren,F,44.9,1707,3,1597,1,12618,1,2443,9,1419,8,447,7,3913,1,4317,0,15731,5
11/8/2018,LAC,LA Clippers,LAC @ POR,Montrezl Harrell,F-C,40.2,2601,0,12874,2,8551,3,272,8,2174,3,4174,6,5192,1,4317,1,8514,6
11/8/2018,HOU,Houston Rockets,HOU @ OKC,James Harden,G,40.1,2630,4,662,5,2659,1,2443,7,3260,1,10110,8,2894,2,1393,5,338,7
11/8/2018,GSW,Golden State Warriors,GSW vs. MIL,Klay Thompson,G,40.1,2630,2,3543,3,5849,2,812,9,1419,4,2601,3,12137,1,4317,1,8514,8
11/8/2018,POR,Portland Trail Blazers,POR vs. LAC,Damian Lillard,G,39.8,2702,3,1597,4,3929,1,2443,11,549,0,13385,4,9339,1,4317,2,4097,9
11/8/2018,MIL,Milwaukee Bucks,MIL @ GSW,Eric Bledsoe,G,39.8,2702,2,3543,6,1803,0,7843,10,888,4,2601,4,9339,1,4317,3,1827,10
11/7/2018,MIA,Miami Heat,MIA vs. SAS,Hassan Whiteside,C,82,14,0,12874,2,8551,9,1,10,888,9,316,20,48,0,11467,1,8514,1
11/7/2018,NOP,New Orleans Pelicans,NOP vs. CHI,Anthony Davis,F-C,71.5,77,2,3543,7,1184,4,98,13,186,4,2601,15,299,1,4317,4,786,2
11/7/2018,IND,Indiana Pacers,IND vs. PHI,Victor Oladipo,G,67.7,122,4,662,7,1184,3,272,14,108,4,2601,6,5192,2,1393,1,8514,3
11/7/2018,DET,Detroit Pistons,DET @ ORL,Andre Drummond,C,58.8,376,1,7056,2,8551,1,2443,10,888,2,6102,19,70,3,415,2,4097,4
11/7/2018,LAL,Los Angeles Lakers,LAL vs. MIN,LeBron James,F,53.7,667,3,1597,9,525,2,812,10,888,1,10110,11,1140,0,11467,3,1827,5
11/7/2018,SAS,San Antonio Spurs,SAS @ MIA,DeMar DeRozan,G,52.8,735,1,7056,8,789,1,2443,6,4636,5,1672,14,434,2,1393,3,1827,6
11/7/2018,MEM,Memphis Grizzlies,MEM vs. DEN,Marc Gasol,C,52.4,762,1,7056,4,3929,3,272,6,4636,7,723,12,814,2,1393,3,1827,7
11/7/2018,NOP,New Orleans Pelicans,NOP vs. CHI,Jrue Holiday,G,50.5,944,1,7056,9,525,2,812,6,4636,4,2601,10,1582,2,1393,4,786,8
11/7/2018,NYK,New York Knicks,NYK @ ATL,Tim Hardaway Jr.,G,49.7,1029,2,3543,3,5849,1,2443,8,2174,16,19,1,18809,3,415,2,4097,9
11/7/2018,MIN,Minnesota Timberwolves,MIN @ LAL,Jimmy Butler,G,49.5,1057,5,280,5,2659,1,2443,9,1419,1,10110,5,7038,3,415,0,15731,10
11/6/2018,POR,Portland Trail Blazers,POR vs. MIL,CJ McCollum,G,63.8,190,5,280,6,1803,0,7843,17,21,1,10110,4,9339,4,121,2,4097,1
11/6/2018,WAS,Washington Wizards,WAS @ DAL,John Wall,G,53.8,659,2,3543,10,325,1,2443,8,2174,6,1093,4,9339,3,415,2,4097,2
11/6/2018,CHA,Charlotte Hornets,CHA vs. ATL,Kemba Walker,G,50.1,986,4,662,7,1184,1,2443,12,318,1,10110,3,12137,3,415,5,338,3
11/6/2018,WAS,Washington Wizards,WAS @ DAL,Otto Porter Jr.,F,47.5,1301,5,280,5,2659,2,812,7,3260,0,13385,5,7038,3,415,0,15731,4
11/6/2018,DAL,Dallas Mavericks,DAL vs. WAS,Harrison Barnes,F,43.1,1991,2,3543,3,5849,0,7843,6,4636,5,1672,13,591,2,1393,2,4097,5
11/6/2018,MIL,Milwaukee Bucks,MIL @ POR,Khris Middleton,F,39.6,2762,4,662,6,1803,0,7843,8,2174,2,6102,8,2894,0,11467,1,8514,6
11/6/2018,WAS,Washington Wizards,WAS @ DAL,Bradley Beal,G,39.2,2856,1,7056,4,3929,2,812,7,3260,4,2601,6,5192,1,4317,2,4097,7
11/6/2018,POR,Portland Trail Blazers,POR vs. MIL,Evan Turner,G,38.2,3126,2,3543,4,3929,0,7843,7,3260,0,13385,11,1140,1,4317,0,15731,8
11/6/2018,MIL,Milwaukee Bucks,MIL @ POR,Giannis Antetokounmpo,F,36.8,3530,0,12874,6,1803,0,7843,11,549,1,10110,9,2204,0,11467,6,130,9
11/6/2018,BKN,Brooklyn Nets,BKN @ PHX,Caris LeVert,G,36.5,3625,3,1597,1,12618,1,2443,10,888,3,4174,5,7038,1,4317,3,1827,10
11/5/2018,NYK,New York Knicks,NYK vs. CHI,Enes Kanter,C,61.3,277,0,12874,7,1184,0,7843,8,2174,7,723,24,5,1,4317,4,786,1
11/5/2018,DET,Detroit Pistons,DET vs. MIA,Andre Drummond,C,60.3,312,0,12874,3,5849,1,2443,11,549,3,4174,24,5,1,4317,4,786,2
11/5/2018,CHI,Chicago Bulls,CHI @ NYK,Zach LaVine,G,58.8,376,4,662,4,3929,2,812,13,186,11,128,4,9339,3,415,8,25,3
11/5/2018,MIN,Minnesota Timberwolves,MIN @ LAC,Karl-Anthony Towns,C,55.4,556,1,7056,2,8551,4,98,8,2174,3,4174,12,814,3,415,3,1827,4
11/5/2018,DEN,Denver Nuggets,DEN vs. BOS,Jamal Murray,G,55,573,5,280,4,3929,0,7843,19,7,5,1672,5,7038,0,11467,5,338,5
11/5/2018,BOS,Boston Celtics,BOS @ DEN,Kyrie Irving,G,54.5,604,4,662,5,2659,1,2443,13,186,1,10110,5,7038,3,415,2,4097,6
11/5/2018,OKC,Oklahoma City Thunder,OKC vs. NOP,Paul George,F,53.2,704,4,662,8,789,0,7843,6,4636,7,723,6,5192,4,121,1,8514,7
11/5/2018,DET,Detroit Pistons,DET vs. MIA,Blake Griffin,F,51.5,843,2,3543,7,1184,0,7843,8,2174,6,1093,15,299,1,4317,4,786,8
11/5/2018,HOU,Houston Rockets,HOU @ IND,James Harden,G,48.8,1132,5,280,6,1803,1,2443,7,3260,9,316,4,9339,3,415,5,338,9
11/5/2018,MIA,Miami Heat,MIA @ DET,Josh Richardson,G,47.6,1288,3,1597,4,3929,2,812,11,549,2,6102,8,2894,0,11467,1,8514,10
11/4/2018,MIL,Milwaukee Bucks,MIL vs. SAC,Giannis Antetokounmpo,F,61.5,265,1,7056,11,183,1,2443,8,2174,9,316,15,299,1,4317,5,338,1
11/4/2018,TOR,Toronto Raptors,TOR @ LAL,Kyle Lowry,G,58.7,382,3,1597,15,25,1,2443,8,2174,2,6102,6,5192,2,1393,1,8514,2
11/4/2018,TOR,Toronto Raptors,TOR @ LAL,Serge Ibaka,C-F,54,645,1,7056,2,8551,0,7843,15,65,3,4174,10,1582,2,1393,1,8514,3
11/4/2018,WAS,Washington Wizards,WAS vs. NYK,John Wall,G,49.9,1004,3,1597,7,1184,0,7843,9,1419,5,1672,2,15352,5,25,4,786,4
11/4/2018,PHI,Philadelphia 76ers,PHI @ BKN,Ben Simmons,G,45.9,1547,0,12874,3,5849,0,7843,8,2174,4,2601,12,814,4,121,5,338,5
11/4/2018,WAS,Washington Wizards,WAS vs. NYK,Bradley Beal,G,45.1,1677,1,7056,3,5849,4,98,7,3260,7,723,8,2894,0,11467,3,1827,6
11/4/2018,SAS,San Antonio Spurs,SAS vs. ORL,DeMar DeRozan,G,42.9,2028,1,7056,5,2659,0,7843,9,1419,6,1093,7,3913,2,1393,4,786,7
11/4/2018,BKN,Brooklyn Nets,BKN vs. PHI,Caris LeVert,G,39,2909,1,7056,2,8551,0,7843,8,2174,3,4174,5,7038,4,121,2,4097,8
11/4/2018,WAS,Washington Wizards,WAS vs. NYK,Markieff Morris,F,38.7,2981,0,12874,5,2659,2,812,5,6509,6,1093,6,5192,1,4317,1,8514,9
11/4/2018,MEM,Memphis Grizzlies,MEM @ PHX,Shelvin Mack,G,38.2,3126,2,3543,4,3929,0,7843,7,3260,5,1672,1,18809,4,121,2,4097,10
11/30/2018,NOP,New Orleans Pelicans,NOP @ MIA,Anthony Davis,F-C,67.8,121,2,3543,2,8551,4,98,15,65,9,316,9,2204,1,4317,2,4097,1
11/30/2018,DET,Detroit Pistons,DET vs. CHI,Andre Drummond,C,62,245,0,12874,2,8551,4,98,9,1419,1,10110,20,48,2,1393,2,4097,2
11/30/2018,MEM,Memphis Grizzlies,MEM @ BKN,Mike Conley,G,58,411,2,3543,10,325,1,2443,13,186,9,316,5,7038,0,11467,3,1827,3
11/30/2018,HOU,Houston Rockets,HOU @ SAS,Clint Capela,C,57.9,416,0,12874,1,12618,4,98,12,318,3,4174,12,814,1,4317,0,15731,4
11/30/2018,UTA,Utah Jazz,UTA @ CHA,Rudy Gobert,C,53.4,689,0,12874,2,8551,4,98,8,2174,4,2601,17,151,0,11467,2,4097,5
11/30/2018,ORL,Orlando Magic,ORL @ PHX,Nikola Vucevic,C,51.5,843,2,3543,3,5849,1,2443,11,549,1,10110,15,299,1,4317,2,4097,6
11/30/2018,MEM,Memphis Grizzlies,MEM @ BKN,Marc Gasol,C,50.5,944,2,3543,5,2659,3,272,6,4636,1,10110,15,299,2,1393,5,338,7
11/30/2018,DEN,Denver Nuggets,DEN @ POR,Paul Millsap,F,49,1111,2,3543,4,3929,0,7843,9,1419,2,6102,10,1582,4,121,3,1827,8
11/30/2018,MEM,Memphis Grizzlies,MEM @ BKN,Jaren Jackson Jr.,F-C,47.6,1288,3,1597,2,8551,0,7843,13,186,7,723,8,2894,0,11467,1,8514,9
11/30/2018,HOU,Houston Rockets,HOU @ SAS,James Harden,G,47.4,1326,3,1597,10,325,1,2443,9,1419,2,6102,7,3913,0,11467,2,4097,10
11/3/2018,PHI,Philadelphia 76ers,PHI vs. DET,Joel Embiid,F-C,62.9,215,1,7056,1,12618,2,812,10,888,18,9,17,151,0,11467,4,786,1
11/3/2018,DET,Detroit Pistons,DET @ PHI,Blake Griffin,F,61.6,259,2,3543,6,1803,0,7843,12,318,12,89,13,591,2,1393,7,51,2
11/3/2018,ATL,Atlanta Hawks,ATL vs. MIA,Trae Young,G,51.7,818,2,3543,15,25,1,2443,9,1419,4,2601,6,5192,0,11467,5,338,3
11/3/2018,POR,Portland Trail Blazers,POR vs. LAL,Damian Lillard,G,49.8,1013,2,3543,4,3929,0,7843,10,888,8,447,4,9339,3,415,0,15731,4
11/3/2018,NOP,New Orleans Pelicans,NOP @ SAS,Anthony Davis,F-C,49.1,1094,0,12874,3,5849,5,37,5,6509,7,723,8,2894,2,1393,3,1827,5
11/3/2018,LAL,Los Angeles Lakers,LAL @ POR,LeBron James,F,47.5,1301,1,7056,7,1184,2,812,9,1419,9,316,5,7038,0,11467,3,1827,6
11/3/2018,IND,Indiana Pacers,IND vs. BOS,Victor Oladipo,G,46.9,1399,4,662,3,5849,0,7843,6,4636,8,447,12,814,3,415,5,338,7
11/3/2018,CHI,Chicago Bulls,CHI vs. HOU,Wendell Carter Jr.,C,46.1,1518,0,12874,1,12618,4,98,4,8828,6,1093,13,591,2,1393,3,1827,8
11/3/2018,MIA,Miami Heat,MIA @ ATL,Justise Winslow,F,46,1535,2,3543,8,789,2,812,5,6509,3,4174,10,1582,2,1393,5,338,9
11/3/2018,MIA,Miami Heat,MIA @ ATL,Josh Richardson,G,45.7,1582,6,113,3,5849,1,2443,10,888,6,1093,1,18809,2,1393,1,8514,10
11/29/2018,GSW,Golden State Warriors,GSW @ TOR,Kevin Durant,F,72.2,68,4,662,6,1803,0,7843,18,14,11,128,11,1140,0,11467,1,8514,1
11/29/2018,LAL,Los Angeles Lakers,LAL vs. IND,LeBron James,F,61.3,277,2,3543,7,1184,0,7843,15,65,6,1093,9,2204,2,1393,4,786,2
11/29/2018,TOR,Toronto Raptors,TOR vs. GSW,Kawhi Leonard,F,56.1,505,3,1597,3,5849,1,2443,14,108,6,1093,8,2894,1,4317,1,8514,3
11/29/2018,TOR,Toronto Raptors,TOR vs. GSW,Kyle Lowry,G,45.6,1597,2,3543,12,111,0,7843,4,8828,0,13385,8,2894,3,415,1,8514,4
11/29/2018,IND,Indiana Pacers,IND @ LAL,Domantas Sabonis,F,43.5,1933,1,7056,3,5849,1,2443,6,4636,7,723,15,299,0,11467,2,4097,5
11/29/2018,LAC,LA Clippers,LAC @ SAC,Tobias Harris,F,41.2,2357,3,1597,4,3929,0,7843,11,549,3,4174,6,5192,0,11467,0,15731,6
11/29/2018,SAC,Sacramento Kings,SAC vs. LAC,De'Aaron Fox,G,41.1,2388,1,7056,9,525,1,2443,6,4636,4,2601,3,12137,2,1393,2,4097,7
11/29/2018,LAC,LA Clippers,LAC @ SAC,Shai Gilgeous-Alexander,G,41,2414,1,7056,4,3929,2,812,6,4636,4,2601,5,7038,2,1393,0,15731,8
11/29/2018,SAC,Sacramento Kings,SAC vs. LAC,Bogdan Bogdanovic,G,38.8,2961,3,1597,6,1803,0,7843,8,2174,7,723,4,9339,0,11467,1,8514,9
11/29/2018,GSW,Golden State Warriors,GSW @ TOR,Jonas Jerebko,F,38.3,3104,3,1597,3,5849,1,2443,8,2174,1,10110,9,2204,1,4317,3,1827,10
11/28/2018,HOU,Houston Rockets,HOU vs. DAL,James Harden,G,73.7,60,4,662,17,4,0,7843,7,3260,7,723,11,1140,6,3,8,25,1
11/28/2018,OKC,Oklahoma City Thunder,OKC vs. CLE,Russell Westbrook,G,70.1,90,2,3543,15,25,0,7843,10,888,1,10110,18,108,2,1393,3,1827,2
11/28/2018,MIL,Milwaukee Bucks,MIL vs. CHI,Giannis Antetokounmpo,F,66.2,140,0,12874,8,789,1,2443,14,108,8,447,11,1140,2,1393,4,786,3
11/28/2018,POR,Portland Trail Blazers,POR vs. ORL,Damian Lillard,G,62.6,225,10,5,4,3929,1,2443,13,186,5,1672,8,2894,2,1393,3,1827,4
11/28/2018,UTA,Utah Jazz,UTA @ BKN,Rudy Gobert,C,60.7,299,0,12874,3,5849,4,98,10,888,3,4174,16,207,1,4317,1,8514,5
11/28/2018,PHI,Philadelphia 76ers,PHI vs. NYK,Joel Embiid,F-C,58.3,394,0,12874,7,1184,1,2443,10,888,6,1093,14,434,1,4317,1,8514,6
11/28/2018,NOP,New Orleans Pelicans,NOP vs. WAS,Anthony Davis,F-C,56.5,478,2,3543,3,5849,2,812,9,1419,8,447,15,299,1,4317,3,1827,7
11/28/2018,LAC,LA Clippers,LAC vs. PHX,Danilo Gallinari,F,54,645,4,662,4,3929,2,812,7,3260,10,204,10,1582,1,4317,1,8514,8
11/28/2018,CHI,Chicago Bulls,CHI @ MIL,Ryan Arcidiacono,G,48,1227,5,280,4,3929,0,7843,6,4636,5,1672,5,7038,5,25,1,8514,9
11/28/2018,NOP,New Orleans Pelicans,NOP vs. WAS,Jrue Holiday,G,47.9,1243,3,1597,5,2659,1,2443,12,318,2,6102,7,3913,1,4317,3,1827,10
11/27/2018,MEM,Memphis Grizzlies,MEM vs. TOR,Marc Gasol,C,48.8,1132,4,662,4,3929,2,812,10,888,3,4174,4,9339,2,1393,1,8514,1
11/27/2018,IND,Indiana Pacers,IND @ PHX,Myles Turner,C-F,48.1,1213,1,7056,1,12618,5,37,6,4636,3,4174,13,591,0,11467,0,15731,2
11/27/2018,MIA,Miami Heat,MIA vs. ATL,Josh Richardson,G,47.6,1288,2,3543,4,3929,0,7843,6,4636,8,447,8,2894,5,25,5,338,3
11/27/2018,MEM,Memphis Grizzlies,MEM vs. TOR,Mike Conley,G,47,1378,2,3543,6,1803,2,812,7,3260,4,2601,5,7038,3,415,3,1827,4
11/27/2018,IND,Indiana Pacers,IND @ PHX,Domantas Sabonis,F,45.7,1582,0,12874,3,5849,0,7843,7,3260,7,723,16,207,1,4317,2,4097,5
11/27/2018,TOR,Toronto Raptors,TOR @ MEM,Kawhi Leonard,F,44.5,1768,1,7056,5,2659,1,2443,5,6509,6,1093,10,1582,2,1393,1,8514,6
11/27/2018,DEN,Denver Nuggets,DEN vs. LAL,Paul Millsap,F,44.2,1823,0,12874,2,8551,2,812,9,1419,2,6102,11,1140,1,4317,1,8514,7
11/27/2018,NYK,New York Knicks,NYK @ DET,Allonzo Trier,G,43.5,1933,1,7056,7,1184,0,7843,7,3260,9,316,10,1582,0,11467,3,1827,8
11/27/2018,NYK,New York Knicks,NYK @ DET,Enes Kanter,C,41.8,2238,0,12874,2,8551,1,2443,8,2174,0,13385,14,434,1,4317,0,15731,9
11/27/2018,ATL,Atlanta Hawks,ATL @ MIA,Trae Young,G,41,2414,2,3543,10,325,1,2443,5,6509,5,1672,5,7038,1,4317,3,1827,10
11/26/2018,HOU,Houston Rockets,HOU @ WAS,James Harden,G,81.1,16,7,46,13,71,0,7843,17,21,13,62,8,2894,3,415,11,1,1
11/26/2018,GSW,Golden State Warriors,GSW vs. ORL,Kevin Durant,F,77.7,36,4,662,9,525,2,812,16,39,13,62,6,5192,2,1393,4,786,2
11/26/2018,NOP,New Orleans Pelicans,NOP vs. BOS,Anthony Davis,F-C,66.7,132,0,12874,5,2659,3,272,8,2174,11,128,16,207,3,415,5,338,3
11/26/2018,MIL,Milwaukee Bucks,MIL @ CHA,Giannis Antetokounmpo,F,60.1,321,1,7056,9,525,3,272,7,3260,5,1672,13,591,1,4317,1,8514,4
11/26/2018,WAS,Washington Wizards,WAS vs. HOU,John Wall,G,57.1,447,2,3543,11,183,2,812,13,186,8,447,3,12137,0,11467,5,338,5
11/26/2018,BOS,Boston Celtics,BOS @ NOP,Kyrie Irving,G,56,510,5,280,10,325,0,7843,10,888,1,10110,5,7038,5,25,6,130,6
11/26/2018,ORL,Orlando Magic,ORL @ GSW,Nikola Vucevic,C,55.4,556,1,7056,6,1803,0,7843,12,318,5,1672,12,814,1,4317,1,8514,7
11/26/2018,HOU,Houston Rockets,HOU @ WAS,Clint Capela,C,47.8,1257,0,12874,2,8551,4,98,8,2174,1,10110,14,434,0,11467,1,8514,8
11/26/2018,MIN,Minnesota Timberwolves,MIN @ CLE,Robert Covington,F,45.9,1547,4,662,1,12618,2,812,8,2174,4,2601,7,3913,2,1393,0,15731,9
11/26/2018,WAS,Washington Wizards,WAS vs. HOU,Bradley Beal,G,43.2,1973,4,662,4,3929,2,812,12,318,4,2601,1,18809,0,11467,2,4097,10
11/25/2018,ORL,Orlando Magic,ORL @ LAL,Nikola Vucevic,C,71.5,77,3,1597,7,1184,3,272,10,888,8,447,15,299,2,1393,3,1827,1
11/25/2018,MEM,Memphis Grizzlies,MEM vs. NYK,Marc Gasol,C,63.6,196,3,1597,4,3929,5,37,10,888,4,2601,8,2894,2,1393,0,15731,2
11/25/2018,PHI,Philadelphia 76ers,PHI @ BKN,Jimmy Butler,G,62.4,228,5,280,2,8551,0,7843,11,549,7,723,12,814,4,121,1,8514,3
11/25/2018,BKN,Brooklyn Nets,BKN vs. PHI,D'Angelo Russell,G,61.6,259,2,3543,8,789,1,2443,16,39,4,2601,8,2894,0,11467,1,8514,4
11/25/2018,NYK,New York Knicks,NYK @ MEM,Enes Kanter,C,54.7,592,0,12874,3,5849,0,7843,9,1419,3,4174,26,2,0,11467,2,4097,5
11/25/2018,PHI,Philadelphia 76ers,PHI @ BKN,Joel Embiid,F-C,54.4,611,0,12874,4,3929,2,812,11,549,10,204,12,814,0,11467,4,786,6
11/25/2018,TOR,Toronto Raptors,TOR vs. MIA,Kawhi Leonard,F,52,794,3,1597,2,8551,2,812,8,2174,10,204,10,1582,1,4317,1,8514,7
11/25/2018,DET,Detroit Pistons,DET vs. PHX,Andre Drummond,C,51.7,818,0,12874,1,12618,0,7843,9,1419,1,10110,16,207,5,25,3,1827,8
11/25/2018,LAC,LA Clippers,LAC @ POR,Tobias Harris,F,51.7,818,2,3543,1,12618,0,7843,14,108,4,2601,11,1140,1,4317,0,15731,9
11/25/2018,MIA,Miami Heat,MIA @ TOR,Bam Adebayo,C-F,50.7,919,0,12874,1,12618,2,812,4,8828,8,447,21,32,1,4317,1,8514,10
11/24/2018,MIL,Milwaukee Bucks,MIL vs. SAS,Giannis Antetokounmpo,F,73.6,62,0,12874,8,789,1,2443,9,1419,16,19,18,108,2,1393,3,1827,1
11/24/2018,GSW,Golden State Warriors,GSW vs. SAC,Kevin Durant,F,69.1,101,2,3543,7,1184,2,812,13,186,16,19,13,591,0,11467,7,51,2
11/24/2018,MIN,Minnesota Timberwolves,MIN vs. CHI,Karl-Anthony Towns,C,68.6,115,1,7056,6,1803,0,7843,13,186,8,447,23,12,0,11467,3,1827,3
11/24/2018,NOP,New Orleans Pelicans,NOP @ WAS,Julius Randle,C-F,58.5,386,1,7056,7,1184,0,7843,10,888,8,447,15,299,1,4317,2,4097,4
11/24/2018,HOU,Houston Rockets,HOU @ CLE,James Harden,G,58.3,394,5,280,13,71,0,7843,14,108,7,723,4,9339,1,4317,9,7,5
11/24/2018,OKC,Oklahoma City Thunder,OKC vs. DEN,Paul George,F,55.7,529,3,1597,3,5849,3,272,8,2174,5,1672,11,1140,2,1393,1,8514,6
11/24/2018,CLE,Cleveland Cavaliers,CLE vs. HOU,Tristan Thompson,C-F,54,645,0,12874,2,8551,0,7843,6,4636,4,2601,20,48,4,121,1,8514,7
11/24/2018,SAS,San Antonio Spurs,SAS @ MIL,DeMar DeRozan,G,52.3,770,1,7056,7,1184,0,7843,13,186,7,723,4,9339,1,4317,0,15731,8
11/24/2018,WAS,Washington Wizards,WAS vs. NOP,Otto Porter Jr.,F,48.4,1182,3,1597,4,3929,0,7843,12,318,2,6102,7,3913,2,1393,1,8514,9
11/24/2018,WAS,Washington Wizards,WAS vs. NOP,Bradley Beal,G,47.2,1353,1,7056,8,789,3,272,7,3260,3,4174,6,5192,1,4317,2,4097,10
11/23/2018,DET,Detroit Pistons,DET vs. HOU,Andre Drummond,C,71.5,77,0,12874,1,12618,5,37,9,1419,5,1672,20,48,3,415,1,8514,1
11/23/2018,HOU,Houston Rockets,HOU @ DET,Clint Capela,C,67.7,122,0,12874,1,12618,3,272,14,108,1,10110,21,32,2,1393,3,1827,2
11/23/2018,GSW,Golden State Warriors,GSW vs. POR,Kevin Durant,F,62.3,233,2,3543,7,1184,3,272,13,186,4,2601,9,2204,2,1393,6,130,3
11/23/2018,OKC,Oklahoma City Thunder,OKC vs. CHA,Russell Westbrook,G,58.4,390,1,7056,8,789,0,7843,10,888,9,316,12,814,2,1393,4,786,4
11/23/2018,SAS,San Antonio Spurs,SAS @ IND,LaMarcus Aldridge,C-F,57.3,435,0,12874,3,5849,2,812,14,108,5,1672,14,434,0,11467,3,1827,5
11/23/2018,MEM,Memphis Grizzlies,MEM @ LAC,Marc Gasol,C,55.1,566,1,7056,7,1184,1,2443,11,549,4,2601,13,591,0,11467,1,8514,6
11/23/2018,CHI,Chicago Bulls,CHI vs. MIA,Justin Holiday,F-G,53.6,675,5,280,2,8551,1,2443,9,1419,4,2601,13,591,3,415,4,786,7
11/23/2018,NOP,New Orleans Pelicans,NOP @ NYK,Anthony Davis,F-C,52.2,779,1,7056,4,3929,0,7843,12,318,8,447,11,1140,0,11467,0,15731,8
