GAME_DATE,TEAM_ABBREVIATION,TEAM_NAME,MATCHUP,PLAYER_NAME,PLAYER_POSITION,NBA_FANTASY_PTS,NBA_FANTASY_PTS_RANK,FG3M,FG3M_RANK,AST,AST_RANK,BLK,BLK_RANK,FGM,FGM_RANK,FTM,FTM_RANK,REB,REB_RANK,STL,STL_RANK,TOV,TOV_RANK,FG_DAY_RANK
12/13/2018,HOU,Houston Rockets,HOU vs. LAL,James Harden,G,78.5,32,4,662,11,183,0,7843,14,108,18,9,10,1582,2,1393,6,130,1
12/13/2018,SAS,San Antonio Spurs,SAS vs. LAC,LaMarcus Aldridge,C-F,37.3,3376,1,7056,1,12618,0,7843,12,318,2,6102,4,9339,2,1393,2,4097,2
12/13/2018,LAL,Los Angeles Lakers,LAL @ HOU,LeBron James,F,44,1856,3,1597,4,3929,0,7843,12,318,2,6102,5,7038,2,1393,3,1827,3
12/13/2018,ORL,Orlando Magic,ORL vs. CHI,Nikola Vucevic,C,48,1227,3,1597,2,8551,1,2443,11,549,1,10110,10,1582,2,1393,2,4097,4
12/13/2018,PHX,Phoenix Suns,PHX vs. DAL,T.J. Warren,F,36.1,3735,3,1597,3,5849,0,7843,11,549,5,1672,3,12137,0,11467,2,4097,5
12/13/2018,CHI,Chicago Bulls,CHI @ ORL,Zach LaVine,G,34.1,4478,2,3543,5,2659,0,7843,10,888,1,10110,3,12137,2,1393,6,130,6
12/13/2018,LAL,Los Angeles Lakers,LAL @ HOU,Kyle Kuzma,F,42.1,2168,1,7056,5,2659,1,2443,8,2174,7,723,3,12137,2,1393,2,4097,7
12/13/2018,SAS,San Antonio Spurs,SAS vs. LAC,Rudy Gay,F,41.7,2257,1,7056,3,5849,1,2443,8,2174,4,2601,6,5192,2,1393,0,15731,8
12/13/2018,LAL,Los Angeles Lakers,LAL @ HOU,Lance Stephenson,G,24.1,9282,3,1597,1,12618,0,7843,7,3260,0,13385,3,12137,1,4317,1,8514,9
12/13/2018,HOU,Houston Rockets,HOU vs. LAL,Clint Capela,C,42.3,2137,0,12874,1,12618,2,812,7,3260,2,6102,14,434,1,4317,1,8514,10
12/12/2018,NOP,New Orleans Pelicans,NOP vs. OKC,Anthony Davis,F-C,74.6,57,1,7056,2,8551,1,2443,16,39,11,128,18,108,2,1393,3,1827,1
12/12/2018,POR,Portland Trail Blazers,POR @ MEM,CJ McCollum,G,51,888,2,3543,2,8551,1,2443,16,39,6,1093,5,7038,1,4317,4,786,2
12/12/2018,WAS,Washington Wizards,WAS vs. BOS,John Wall,G,64.7,161,1,7056,13,71,1,2443,14,108,5,1672,6,5192,2,1393,5,338,3
12/12/2018,GSW,Golden State Warriors,GSW vs. TOR,Kevin Durant,F,40.9,2437,2,3543,5,2659,0,7843,13,186,2,6102,7,3913,0,11467,5,338,4
12/12/2018,CLE,Cleveland Cavaliers,CLE vs. NYK,Jordan Clarkson,G,35,4125,2,3543,2,8551,0,7843,12,318,2,6102,5,7038,0,11467,2,4097,5
12/12/2018,PHI,Philadelphia 76ers,PHI vs. BKN,Joel Embiid,F-C,62.4,228,2,3543,6,1803,1,2443,12,318,7,723,17,151,1,4317,6,130,6
12/12/2018,BOS,Boston Celtics,BOS @ WAS,Kyrie Irving,G,51.1,878,4,662,7,1184,0,7843,12,318,10,204,3,12137,1,4317,4,786,7
12/12/2018,BOS,Boston Celtics,BOS @ WAS,Marcus Morris,F,40.8,2462,1,7056,2,8551,0,7843,11,549,4,2601,9,2204,0,11467,0,15731,8
12/12/2018,ATL,Atlanta Hawks,ATL @ DAL,Trae Young,G,43,2012,2,3543,10,325,0,7843,11,549,0,13385,0,22086,2,1393,2,4097,9
12/12/2018,MIL,Milwaukee Bucks,MIL @ IND,Eric Bledsoe,G,43.2,1973,2,3543,6,1803,1,2443,11,549,2,6102,1,18809,2,1393,2,4097,10
12/11/2018,POR,Portland Trail Blazers,POR @ HOU,Damian Lillard,G,36.4,3640,4,662,2,8551,0,7843,12,318,6,1093,2,15352,0,11467,3,1827,1
12/11/2018,TOR,Toronto Raptors,TOR @ LAC,Serge Ibaka,C-F,46.8,1417,1,7056,2,8551,3,272,11,549,2,6102,9,2204,0,11467,1,8514,2
12/11/2018,POR,Portland Trail Blazers,POR @ HOU,CJ McCollum,G,31.6,5459,0,12874,4,3929,0,7843,10,888,3,4174,3,12137,0,11467,1,8514,3
12/11/2018,HOU,Houston Rockets,HOU vs. POR,James Harden,G,37.2,3409,4,662,4,3929,0,7843,10,888,5,1672,1,18809,1,4317,2,4097,4
12/11/2018,PHX,Phoenix Suns,PHX @ SAS,T.J. Warren,F,32.2,5198,1,7056,2,8551,0,7843,9,1419,4,2601,6,5192,0,11467,1,8514,5
12/11/2018,SAS,San Antonio Spurs,SAS vs. PHX,Bryn Forbes,G,42.7,2067,5,280,3,5849,0,7843,8,2174,3,4174,11,1140,1,4317,2,4097,6
12/11/2018,TOR,Toronto Raptors,TOR @ LAC,Kyle Lowry,G,41.5,2292,4,662,7,1184,1,2443,8,2174,1,10110,5,7038,1,4317,2,4097,7
12/11/2018,SAS,San Antonio Spurs,SAS vs. PHX,LaMarcus Aldridge,C-F,26,8223,0,12874,0,18130,1,2443,8,2174,2,6102,5,7038,1,4317,4,786,8
12/11/2018,LAC,LA Clippers,LAC vs. TOR,Boban Marjanovic,C,25.4,8548,0,12874,0,18130,0,7843,7,3260,4,2601,7,3913,0,11467,1,8514,9
12/11/2018,TOR,Toronto Raptors,TOR @ LAC,Jonas Valanciunas,C,28,7160,1,7056,0,18130,0,7843,7,3260,1,10110,5,7038,2,1393,0,15731,10
12/10/2018,NOP,New Orleans Pelicans,NOP @ BOS,Anthony Davis,F-C,64.4,170,0,12874,2,8551,0,7843,17,21,7,723,7,3913,4,121,0,15731,1
12/10/2018,LAL,Los Angeles Lakers,LAL vs. MIA,Kyle Kuzma,F,39.9,2682,3,1597,1,12618,0,7843,14,108,2,6102,7,3913,0,11467,3,1827,2
12/10/2018,GSW,Golden State Warriors,GSW vs. MIN,Stephen Curry,G,62.4,228,7,46,6,1803,1,2443,12,318,7,723,7,3913,2,1393,2,4097,3
12/10/2018,DET,Detroit Pistons,DET @ PHI,Luke Kennard,G,37.1,3437,5,280,3,5849,0,7843,11,549,1,10110,8,2894,0,11467,5,338,4
12/10/2018,MIA,Miami Heat,MIA @ LAL,Justise Winslow,F,40.4,2551,6,113,2,8551,0,7843,11,549,0,13385,7,3913,1,4317,2,4097,5
12/10/2018,MIN,Minnesota Timberwolves,MIN @ GSW,Karl-Anthony Towns,C,49.2,1089,1,7056,4,3929,1,2443,11,549,8,447,11,1140,0,11467,4,786,6
12/10/2018,LAC,LA Clippers,LAC @ PHX,Tobias Harris,F,52.1,783,2,3543,3,5849,2,812,11,549,9,316,8,2894,1,4317,4,786,7
12/10/2018,IND,Indiana Pacers,IND vs. WAS,Myles Turner,C-F,56.9,458,2,3543,1,12618,5,37,11,549,2,6102,12,814,1,4317,3,1827,8
12/10/2018,BOS,Boston Celtics,BOS vs. NOP,Marcus Morris,F,39.8,2702,5,280,4,3929,0,7843,10,888,6,1093,4,9339,0,11467,2,4097,9
12/10/2018,BOS,Boston Celtics,BOS vs. NOP,Jayson Tatum,F,30.7,5895,1,7056,1,12618,1,2443,10,888,0,13385,6,5192,0,11467,2,4097,10
12/1/2018,WAS,Washington Wizards,WAS vs. BKN,John Wall,G,50.5,944,3,1597,9,525,0,7843,12,318,3,4174,5,7038,1,4317,2,4097,1
12/1/2018,MIN,Minnesota Timberwolves,MIN vs. BOS,Derrick Rose,G,32,5287,2,3543,4,3929,0,7843,11,549,2,6102,0,22086,1,4317,3,1827,2
12/1/2018,MIL,Milwaukee Bucks,MIL @ NYK,Eric Bledsoe,G,47.5,1301,3,1597,7,1184,0,7843,11,549,2,6102,5,7038,2,1393,2,4097,3
12/1/2018,CHI,Chicago Bulls,CHI @ HOU,Zach LaVine,G,48.3,1195,2,3543,3,5849,2,812,11,549,5,1672,4,9339,2,1393,2,4097,4
12/1/2018,TOR,Toronto Raptors,TOR @ CLE,Kawhi Leonard,F,55.8,519,3,1597,2,8551,2,812,11,549,9,316,9,2204,1,4317,1,8514,5
12/1/2018,NYK,New York Knicks,NYK vs. MIL,Emmanuel Mudiay,G,42.1,2168,4,662,7,1184,0,7843,10,888,4,2601,3,12137,1,4317,3,1827,6
12/1/2018,GSW,Golden State Warriors,GSW @ DET,Stephen Curry,G,36.5,3625,3,1597,3,5849,0,7843,10,888,4,2601,5,7038,2,1393,7,51,7
12/1/2018,MIL,Milwaukee Bucks,MIL @ NYK,Giannis Antetokounmpo,F,75.3,47,0,12874,7,1184,2,812,10,888,13,62,19,70,3,415,6,130,8
12/1/2018,IND,Indiana Pacers,IND @ SAC,Bojan Bogdanovic,F,33.6,4650,2,3543,0,18130,0,7843,10,888,5,1672,3,12137,2,1393,3,1827,9
12/1/2018,GSW,Golden State Warriors,GSW @ DET,Klay Thompson,G,37.1,3437,1,7056,1,12618,0,7843,10,888,0,13385,8,2894,2,1393,1,8514,10
11/9/2018,MIN,Minnesota Timberwolves,MIN @ SAC,Karl-Anthony Towns,C,62.3,233,2,3543,1,12618,1,2443,15,65,7,723,19,70,0,11467,4,786,1
11/9/2018,DEN,Denver Nuggets,DEN vs. BKN,Nikola Jokic,C,69.7,91,1,7056,3,5849,2,812,14,108,8,447,21,32,1,4317,6,130,2
11/9/2018,SAC,Sacramento Kings,SAC vs. MIN,Willie Cauley-Stein,C,31.5,5512,1,7056,1,12618,0,7843,11,549,2,6102,5,7038,0,11467,1,8514,3
11/9/2018,PHI,Philadelphia 76ers,PHI vs. CHA,Joel Embiid,F-C,78.6,29,1,7056,4,3929,4,98,11,549,19,6,18,108,0,11467,3,1827,4
11/9/2018,UTA,Utah Jazz,UTA vs. BOS,Joe Ingles,F,48.5,1171,5,280,7,1184,1,2443,10,888,2,6102,5,7038,1,4317,1,8514,5
11/9/2018,DET,Detroit Pistons,DET @ ATL,Andre Drummond,C,49.7,1029,0,12874,1,12618,4,98,10,888,3,4174,11,1140,1,4317,3,1827,6
11/9/2018,ORL,Orlando Magic,ORL vs. WAS,Nikola Vucevic,C,49.3,1075,1,7056,3,5849,2,812,10,888,0,13385,14,434,1,4317,2,4097,7
11/9/2018,WAS,Washington Wizards,WAS @ ORL,Bradley Beal,G,46.8,1417,4,662,6,1803,1,2443,10,888,3,4174,4,9339,2,1393,3,1827,8
11/9/2018,WAS,Washington Wizards,WAS @ ORL,John Wall,G,51.4,851,0,12874,12,111,1,2443,9,1419,1,10110,7,3913,2,1393,3,1827,9
11/9/2018,IND,Indiana Pacers,IND @ MIA,Victor Oladipo,G,54,645,1,7056,10,325,0,7843,9,1419,3,4174,5,7038,4,121,1,8514,10
11/8/2018,PHX,Phoenix Suns,PHX vs. BOS,Devin Booker,G,58.1,407,4,662,9,525,0,7843,15,65,4,2601,3,12137,3,415,6,130,1
11/8/2018,BOS,Boston Celtics,BOS @ PHX,Kyrie Irving,G,65.4,153,6,113,6,1803,1,2443,13,186,7,723,7,3913,3,415,3,1827,2
11/8/2018,POR,Portland Trail Blazers,POR vs. LAC,Damian Lillard,G,39.8,2702,3,1597,4,3929,1,2443,11,549,0,13385,4,9339,1,4317,2,4097,3
11/8/2018,MIL,Milwaukee Bucks,MIL @ GSW,Eric Bledsoe,G,39.8,2702,2,3543,6,1803,0,7843,10,888,4,2601,4,9339,1,4317,3,1827,4
11/8/2018,MIL,Milwaukee Bucks,MIL @ GSW,Malcolm Brogdon,G,31.1,5713,2,3543,1,12618,0,7843,9,1419,0,13385,3,12137,2,1393,0,15731,5
11/8/2018,PHX,Phoenix Suns,PHX vs. BOS,T.J. Warren,F,44.9,1707,3,1597,1,12618,1,2443,9,1419,8,447,7,3913,1,4317,0,15731,6
11/8/2018,GSW,Golden State Warriors,GSW vs. MIL,Klay Thompson,G,40.1,2630,2,3543,3,5849,2,812,9,1419,4,2601,3,12137,1,4317,1,8514,7
11/8/2018,POR,Portland Trail Blazers,POR vs. LAC,CJ McCollum,G,34.4,4352,2,3543,2,8551,0,7843,8,2174,5,1672,7,3913,0,11467,0,15731,8
11/8/2018,LAC,LA Clippers,LAC @ POR,Montrezl Harrell,F-C,40.2,2601,0,12874,2,8551,3,272,8,2174,3,4174,6,5192,1,4317,1,8514,9
11/8/2018,HOU,Houston Rockets,HOU @ OKC,Clint Capela,C,34.9,4162,0,12874,3,5849,1,2443,8,2174,1,10110,7,3913,1,4317,1,8514,10
11/7/2018,IND,Indiana Pacers,IND vs. PHI,Victor Oladipo,G,67.7,122,4,662,7,1184,3,272,14,108,4,2601,6,5192,2,1393,1,8514,1
11/7/2018,NOP,New Orleans Pelicans,NOP vs. CHI,Anthony Davis,F-C,71.5,77,2,3543,7,1184,4,98,13,186,4,2601,15,299,1,4317,4,786,2
11/7/2018,ORL,Orlando Magic,ORL vs. DET,Evan Fournier,G,45.5,1614,3,1597,3,5849,1,2443,12,318,0,13385,5,7038,3,415,4,786,3
11/7/2018,OKC,Oklahoma City Thunder,OKC @ CLE,Dennis Schroder,G,40.4,2551,0,12874,0,18130,1,2443,11,549,6,1093,7,3913,1,4317,2,4097,4
11/7/2018,MIN,Minnesota Timberwolves,MIN @ LAL,Derrick Rose,G,38.1,3148,7,46,5,2659,0,7843,11,549,2,6102,3,12137,0,11467,4,786,5
11/7/2018,MIA,Miami Heat,MIA vs. SAS,Hassan Whiteside,C,82,14,0,12874,2,8551,9,1,10,888,9,316,20,48,0,11467,1,8514,6
11/7/2018,DET,Detroit Pistons,DET @ ORL,Andre Drummond,C,58.8,376,1,7056,2,8551,1,2443,10,888,2,6102,19,70,3,415,2,4097,7
11/7/2018,SAC,Sacramento Kings,SAC vs. TOR,Willie Cauley-Stein,C,44.6,1748,0,12874,4,3929,1,2443,10,888,4,2601,8,2894,1,4317,1,8514,8
11/7/2018,LAL,Los Angeles Lakers,LAL vs. MIN,LeBron James,F,53.7,667,3,1597,9,525,2,812,10,888,1,10110,11,1140,0,11467,3,1827,9
11/7/2018,UTA,Utah Jazz,UTA vs. DAL,Donovan Mitchell,G,44.5,1768,3,1597,7,1184,0,7843,9,1419,2,6102,5,7038,2,1393,1,8514,10
11/6/2018,POR,Portland Trail Blazers,POR vs. MIL,CJ McCollum,G,63.8,190,5,280,6,1803,0,7843,17,21,1,10110,4,9339,4,121,2,4097,1
11/6/2018,CHA,Charlotte Hornets,CHA vs. ATL,Kemba Walker,G,50.1,986,4,662,7,1184,1,2443,12,318,1,10110,3,12137,3,415,5,338,2
11/6/2018,MIL,Milwaukee Bucks,MIL @ POR,Giannis Antetokounmpo,F,36.8,3530,0,12874,6,1803,0,7843,11,549,1,10110,9,2204,0,11467,6,130,3
11/6/2018,BKN,Brooklyn Nets,BKN @ PHX,Caris LeVert,G,36.5,3625,3,1597,1,12618,1,2443,10,888,3,4174,5,7038,1,4317,3,1827,4
11/6/2018,DAL,Dallas Mavericks,DAL vs. WAS,Luka Doncic,F-G,33.9,4546,2,3543,3,5849,0,7843,9,1419,3,4174,7,3913,1,4317,5,338,5
11/6/2018,MIL,Milwaukee Bucks,MIL @ POR,Brook Lopez,C,31.3,5609,6,113,1,12618,1,2443,8,2174,0,13385,4,9339,0,11467,0,15731,6
11/6/2018,MIL,Milwaukee Bucks,MIL @ POR,Khris Middleton,F,39.6,2762,4,662,6,1803,0,7843,8,2174,2,6102,8,2894,0,11467,1,8514,7
11/6/2018,CHA,Charlotte Hornets,CHA vs. ATL,Marvin Williams,F,32.1,5249,3,1597,1,12618,0,7843,8,2174,1,10110,8,2894,1,4317,2,4097,8
11/6/2018,ATL,Atlanta Hawks,ATL @ CHA,Trae Young,G,30.6,5947,0,12874,10,325,0,7843,8,2174,2,6102,3,12137,0,11467,6,130,9
11/6/2018,WAS,Washington Wizards,WAS @ DAL,John Wall,G,53.8,659,2,3543,10,325,1,2443,8,2174,6,1093,4,9339,3,415,2,4097,10
11/5/2018,DEN,Denver Nuggets,DEN vs. BOS,Jamal Murray,G,55,573,5,280,4,3929,0,7843,19,7,5,1672,5,7038,0,11467,5,338,1
11/5/2018,CHI,Chicago Bulls,CHI @ NYK,Zach LaVine,G,58.8,376,4,662,4,3929,2,812,13,186,11,128,4,9339,3,415,8,25,2
11/5/2018,BOS,Boston Celtics,BOS @ DEN,Kyrie Irving,G,54.5,604,4,662,5,2659,1,2443,13,186,1,10110,5,7038,3,415,2,4097,3
11/5/2018,MIA,Miami Heat,MIA @ DET,Josh Richardson,G,47.6,1288,3,1597,4,3929,2,812,11,549,2,6102,8,2894,0,11467,1,8514,4
11/5/2018,GSW,Golden State Warriors,GSW vs. MEM,Klay Thompson,G,35.9,3812,3,1597,3,5849,0,7843,11,549,2,6102,2,15352,1,4317,1,8514,5
11/5/2018,DET,Detroit Pistons,DET vs. MIA,Andre Drummond,C,60.3,312,0,12874,3,5849,1,2443,11,549,3,4174,24,5,1,4317,4,786,6
11/5/2018,IND,Indiana Pacers,IND vs. HOU,Victor Oladipo,G,34.2,4437,4,662,2,8551,0,7843,11,549,2,6102,6,5192,0,11467,4,786,7
11/5/2018,CLE,Cleveland Cavaliers,CLE @ ORL,George Hill,G,45.8,1562,2,3543,6,1803,0,7843,10,888,0,13385,4,9339,4,121,2,4097,8
11/5/2018,NOP,New Orleans Pelicans,NOP @ OKC,Julius Randle,C-F,45.1,1677,2,3543,1,12618,2,812,10,888,4,2601,8,2894,1,4317,1,8514,9
11/5/2018,DET,Detroit Pistons,DET vs. MIA,Reggie Jackson,G,38.8,2961,3,1597,6,1803,0,7843,9,1419,4,2601,4,9339,1,4317,3,1827,10
11/4/2018,TOR,Toronto Raptors,TOR @ LAL,Serge Ibaka,C-F,54,645,1,7056,2,8551,0,7843,15,65,3,4174,10,1582,2,1393,1,8514,1
11/4/2018,ORL,Orlando Magic,ORL @ SAS,Aaron Gordon,F,37.6,3293,4,662,0,18130,0,7843,11,549,0,13385,8,2894,1,4317,1,8514,2
11/4/2018,LAL,Los Angeles Lakers,LAL vs. TOR,Kyle Kuzma,F,30,6195,0,12874,2,8551,0,7843,10,888,4,2601,5,7038,0,11467,3,1827,3
11/4/2018,BKN,Brooklyn Nets,BKN vs. PHI,D'Angelo Russell,G,34.4,4352,1,7056,6,1803,0,7843,10,888,0,13385,2,15352,1,4317,1,8514,4
11/4/2018,BKN,Brooklyn Nets,BKN vs. PHI,Rondae Hollis-Jefferson,F,32.7,5010,0,12874,3,5849,0,7843,9,1419,3,4174,6,5192,0,11467,0,15731,5
11/4/2018,SAS,San Antonio Spurs,SAS vs. ORL,DeMar DeRozan,G,42.9,2028,1,7056,5,2659,0,7843,9,1419,6,1093,7,3913,2,1393,4,786,6
11/4/2018,WAS,Washington Wizards,WAS vs. NYK,John Wall,G,49.9,1004,3,1597,7,1184,0,7843,9,1419,5,1672,2,15352,5,25,4,786,7
11/4/2018,SAC,Sacramento Kings,SAC @ MIL,Justin Jackson,F,22.5,10259,4,662,1,12618,0,7843,9,1419,0,13385,0,22086,0,11467,1,8514,8
11/4/2018,SAC,Sacramento Kings,SAC @ MIL,Buddy Hield,G,22.3,10410,2,3543,1,12618,0,7843,8,2174,1,10110,4,9339,0,11467,3,1827,9
11/4/2018,BKN,Brooklyn Nets,BKN vs. PHI,Caris LeVert,G,39,2909,1,7056,2,8551,0,7843,8,2174,3,4174,5,7038,4,121,2,4097,10
11/30/2018,NOP,New Orleans Pelicans,NOP @ MIA,Anthony Davis,F-C,67.8,121,2,3543,2,8551,4,98,15,65,9,316,9,2204,1,4317,2,4097,1
11/30/2018,POR,Portland Trail Blazers,POR vs. DEN,CJ McCollum,G,42.3,2137,0,12874,1,12618,1,2443,14,108,5,1672,4,9339,1,4317,3,1827,2
11/30/2018,MEM,Memphis Grizzlies,MEM @ BKN,Mike Conley,G,58,411,2,3543,10,325,1,2443,13,186,9,316,5,7038,0,11467,3,1827,3
11/30/2018,MEM,Memphis Grizzlies,MEM @ BKN,Jaren Jackson Jr.,F-C,47.6,1288,3,1597,2,8551,0,7843,13,186,7,723,8,2894,0,11467,1,8514,4
11/30/2018,HOU,Houston Rockets,HOU @ SAS,Clint Capela,C,57.9,416,0,12874,1,12618,4,98,12,318,3,4174,12,814,1,4317,0,15731,5
11/30/2018,LAL,Los Angeles Lakers,LAL vs. DAL,LeBron James,F,39,2909,2,3543,4,3929,1,2443,12,318,2,6102,5,7038,0,11467,4,786,6
11/30/2018,UTA,Utah Jazz,UTA @ CHA,Donovan Mitchell,G,46.2,1501,2,3543,6,1803,0,7843,12,318,4,2601,6,5192,1,4317,3,1827,7
11/30/2018,ORL,Orlando Magic,ORL @ PHX,Nikola Vucevic,C,51.5,843,2,3543,3,5849,1,2443,11,549,1,10110,15,299,1,4317,2,4097,8
11/30/2018,BOS,Boston Celtics,BOS vs. CLE,Kyrie Irving,G,37.8,3235,5,280,4,3929,0,7843,11,549,2,6102,4,9339,0,11467,2,4097,9
11/30/2018,CHI,Chicago Bulls,CHI @ DET,Wendell Carter Jr.,C,44.9,1707,0,12874,1,12618,3,272,11,549,6,1093,7,3913,0,11467,2,4097,10
11/3/2018,NOP,New Orleans Pelicans,NOP @ SAS,Jrue Holiday,G,42.8,2049,0,12874,8,789,0,7843,13,186,3,4174,4,9339,0,11467,3,1827,1
11/3/2018,POR,Portland Trail Blazers,POR vs. LAL,CJ McCollum,G,39,2909,2,3543,4,3929,0,7843,13,186,2,6102,5,7038,0,11467,3,1827,2
11/3/2018,DET,Detroit Pistons,DET @ PHI,Blake Griffin,F,61.6,259,2,3543,6,1803,0,7843,12,318,12,89,13,591,2,1393,7,51,3
11/3/2018,SAS,San Antonio Spurs,SAS vs. NOP,DeMar DeRozan,G,33.6,4650,0,12874,4,3929,0,7843,11,549,4,2601,3,12137,0,11467,2,4097,4
11/3/2018,SAS,San Antonio Spurs,SAS vs. NOP,LaMarcus Aldridge,C-F,44.4,1795,0,12874,6,1803,0,7843,11,549,0,13385,12,814,0,11467,1,8514,5
11/3/2018,MIA,Miami Heat,MIA @ ATL,Josh Richardson,G,45.7,1582,6,113,3,5849,1,2443,10,888,6,1093,1,18809,2,1393,1,8514,6
11/3/2018,PHI,Philadelphia 76ers,PHI vs. DET,Joel Embiid,F-C,62.9,215,1,7056,1,12618,2,812,10,888,18,9,17,151,0,11467,4,786,7
11/3/2018,POR,Portland Trail Blazers,POR vs. LAL,Damian Lillard,G,49.8,1013,2,3543,4,3929,0,7843,10,888,8,447,4,9339,3,415,0,15731,8
11/3/2018,BOS,Boston Celtics,BOS @ IND,Marcus Morris,F,35.7,3867,4,662,1,12618,1,2443,9,1419,1,10110,6,5192,1,4317,2,4097,9
11/3/2018,NOP,New Orleans Pelicans,NOP @ SAS,Nikola Mirotic,F,42.7,2067,2,3543,1,12618,0,7843,9,1419,2,6102,16,207,0,11467,0,15731,10
11/29/2018,GSW,Golden State Warriors,GSW @ TOR,Kevin Durant,F,72.2,68,4,662,6,1803,0,7843,18,14,11,128,11,1140,0,11467,1,8514,1
11/29/2018,LAL,Los Angeles Lakers,LAL vs. IND,LeBron James,F,61.3,277,2,3543,7,1184,0,7843,15,65,6,1093,9,2204,2,1393,4,786,2
11/29/2018,TOR,Toronto Raptors,TOR vs. GSW,Kawhi Leonard,F,56.1,505,3,1597,3,5849,1,2443,14,108,6,1093,8,2894,1,4317,1,8514,3
11/29/2018,LAC,LA Clippers,LAC @ SAC,Tobias Harris,F,41.2,2357,3,1597,4,3929,0,7843,11,549,3,4174,6,5192,0,11467,0,15731,4
11/29/2018,GSW,Golden State Warriors,GSW @ TOR,Klay Thompson,G,30.1,6151,3,1597,3,5849,1,2443,9,1419,2,6102,3,12137,0,11467,4,786,5
11/29/2018,SAC,Sacramento Kings,SAC vs. LAC,Marvin Bagley III,F,36,3772,0,12874,2,8551,0,7843,8,2174,2,6102,10,1582,1,4317,0,15731,6
11/29/2018,TOR,Toronto Raptors,TOR vs. GSW,Serge Ibaka,C-F,26.3,8058,1,7056,1,12618,1,2443,8,2174,3,4174,4,9339,0,11467,3,1827,7
11/29/2018,SAC,Sacramento Kings,SAC vs. LAC,Willie Cauley-Stein,C,30.5,5992,0,12874,1,12618,0,7843,8,2174,1,10110,10,1582,1,4317,3,1827,8
11/29/2018,LAC,LA Clippers,LAC @ SAC,Montrezl Harrell,F-C,35.7,3867,0,12874,1,12618,1,2443,8,2174,8,447,6,5192,0,11467,0,15731,9
11/29/2018,SAC,Sacramento Kings,SAC vs. LAC,Bogdan Bogdanovic,G,38.8,2961,3,1597,6,1803,0,7843,8,2174,7,723,4,9339,0,11467,1,8514,10
11/28/2018,MIL,Milwaukee Bucks,MIL vs. CHI,Giannis Antetokounmpo,F,66.2,140,0,12874,8,789,1,2443,14,108,8,447,11,1140,2,1393,4,786,1
11/28/2018,POR,Portland Trail Blazers,POR vs. ORL,Damian Lillard,G,62.6,225,10,5,4,3929,1,2443,13,186,5,1672,8,2894,2,1393,3,1827,2
11/28/2018,NOP,New Orleans Pelicans,NOP vs. WAS,Jrue Holiday,G,47.9,1243,3,1597,5,2659,1,2443,12,318,2,6102,7,3913,1,4317,3,1827,3
11/28/2018,UTA,Utah Jazz,UTA @ BKN,Donovan Mitchell,G,44.5,1768,2,3543,1,12618,0,7843,12,318,3,4174,5,7038,4,121,4,786,4
11/28/2018,OKC,Oklahoma City Thunder,OKC vs. CLE,Russell Westbrook,G,70.1,90,2,3543,15,25,0,7843,10,888,1,10110,18,108,2,1393,3,1827,5
11/28/2018,UTA,Utah Jazz,UTA @ BKN,Rudy Gobert,C,60.7,299,0,12874,3,5849,4,98,10,888,3,4174,16,207,1,4317,1,8514,6
