GAME_DATE,TEAM_ABBREVIATION,TEAM_NAME,MATCHUP,PLAYER_NAME,PLAYER_POSITION,NBA_FANTASY_PTS,NBA_FANTASY_PTS_RANK,FG3M,FG3M_RANK,AST,AST_RANK,BLK,BLK_RANK,FGM,FGM_RANK,FTM,FTM_RANK,REB,REB_RANK,STL,STL_RANK,TOV,TOV_RANK,AST_DAY_RANK
12/11/2018,LAC,LA Clippers,LAC vs. TOR,Tyrone Wallace,G,31.8,5382,0,12874,6,1803,2,812,6,4636,3,4174,4,9339,0,11467,3,1827,7
12/11/2018,POR,Portland Trail Blazers,POR @ HOU,Evan Turner,G,11.4,17660,0,12874,6,1803,0,7843,1,18112,0,13385,2,15352,0,11467,2,4097,8
12/11/2018,TOR,Toronto Raptors,TOR @ LAC,Pascal Siakam,F,26.1,8168,1,7056,5,2659,0,7843,6,4636,0,13385,3,12137,1,4317,1,8514,9
12/11/2018,POR,Portland Trail Blazers,POR @ HOU,Jusuf Nurkic,C,37,3475,0,12874,4,3929,2,812,3,11548,9,316,10,1582,0,11467,2,4097,10
12/10/2018,IND,Indiana Pacers,IND vs. WAS,Darren Collison,G,46.9,1399,1,7056,17,4,0,7843,3,11548,3,4174,7,3913,2,1393,3,1827,1
12/10/2018,LAL,Los Angeles Lakers,LAL vs. MIA,LeBron James,F,57.8,420,4,662,12,111,0,7843,10,888,4,2601,9,2204,1,4317,2,4097,2
12/10/2018,MIN,Minnesota Timberwolves,MIN @ GSW,Jeff Teague,G,22.9,9984,0,12874,11,183,1,2443,1,18112,1,10110,2,15352,0,11467,2,4097,3
12/10/2018,NOP,New Orleans Pelicans,NOP @ BOS,Tim Frazier,G,25.2,8653,2,3543,10,325,0,7843,3,11548,0,13385,1,18809,1,4317,2,4097,4
12/10/2018,OKC,Oklahoma City Thunder,OKC vs. UTA,Russell Westbrook,G,39.2,2856,0,12874,10,325,0,7843,4,8828,4,2601,11,1140,1,4317,4,786,5
12/10/2018,MIA,Miami Heat,MIA @ LAL,Dwyane Wade,G,40,2657,0,12874,10,325,1,2443,6,4636,3,4174,5,7038,1,4317,2,4097,6
12/10/2018,DAL,Dallas Mavericks,DAL vs. ORL,Luka Doncic,F-G,34.7,4240,0,12874,9,525,0,7843,2,14769,3,4174,11,1140,1,4317,2,4097,7
12/10/2018,PHX,Phoenix Suns,PHX vs. LAC,De'Anthony Melton,G,33.8,4580,0,12874,8,789,0,7843,5,6509,3,4174,4,9339,2,1393,2,4097,8
12/10/2018,PHX,Phoenix Suns,PHX vs. LAC,Josh Jackson,F,39.8,2702,2,3543,8,789,1,2443,8,2174,0,13385,4,9339,1,4317,1,8514,9
12/10/2018,DET,Detroit Pistons,DET @ PHI,Reggie Jackson,G,31.9,5332,3,1597,7,1184,0,7843,6,4636,0,13385,2,15352,2,1393,2,4097,10
12/1/2018,HOU,Houston Rockets,HOU vs. CHI,Chris Paul,G,40.1,2630,2,3543,13,71,1,2443,4,8828,2,6102,3,12137,2,1393,4,786,1
12/1/2018,IND,Indiana Pacers,IND @ SAC,Darren Collison,G,45.8,1562,2,3543,12,111,0,7843,3,11548,3,4174,4,9339,6,3,6,130,2
12/1/2018,BOS,Boston Celtics,BOS @ MIN,Kyrie Irving,G,34.1,4478,2,3543,9,525,0,7843,6,4636,7,723,3,12137,0,11467,4,786,3
12/1/2018,WAS,Washington Wizards,WAS vs. BKN,John Wall,G,50.5,944,3,1597,9,525,0,7843,12,318,3,4174,5,7038,1,4317,2,4097,4
12/1/2018,BKN,Brooklyn Nets,BKN @ WAS,Spencer Dinwiddie,G,19.4,12281,0,12874,8,789,0,7843,3,11548,2,6102,2,15352,0,11467,3,1827,5
12/1/2018,BOS,Boston Celtics,BOS @ MIN,Gordon Hayward,F,56.8,463,4,662,8,789,0,7843,8,2174,10,204,9,2204,2,1393,2,4097,6
12/1/2018,NYK,New York Knicks,NYK vs. MIL,Tim Hardaway Jr.,G,34.8,4198,3,1597,8,789,0,7843,8,2174,2,6102,4,9339,0,11467,3,1827,7
12/1/2018,HOU,Houston Rockets,HOU vs. CHI,James Harden,G,46.7,1427,6,113,7,1184,1,2443,9,1419,6,1093,6,5192,1,4317,7,51,8
12/1/2018,GSW,Golden State Warriors,GSW @ DET,Kevin Durant,F,49.7,1029,1,7056,7,1184,2,812,9,1419,9,316,6,5192,0,11467,2,4097,9
12/1/2018,MIL,Milwaukee Bucks,MIL @ NYK,Eric Bledsoe,G,47.5,1301,3,1597,7,1184,0,7843,11,549,2,6102,5,7038,2,1393,2,4097,10
11/9/2018,PHI,Philadelphia 76ers,PHI vs. CHA,Ben Simmons,G,64.3,174,0,12874,13,71,3,272,9,1419,4,2601,9,2204,2,1393,3,1827,1
11/9/2018,WAS,Washington Wizards,WAS @ ORL,John Wall,G,51.4,851,0,12874,12,111,1,2443,9,1419,1,10110,7,3913,2,1393,3,1827,2
11/9/2018,IND,Indiana Pacers,IND @ MIA,Victor Oladipo,G,54,645,1,7056,10,325,0,7843,9,1419,3,4174,5,7038,4,121,1,8514,3
11/9/2018,BOS,Boston Celtics,BOS @ UTA,Marcus Smart,G,36.6,3598,4,662,10,325,0,7843,4,8828,1,10110,3,12137,2,1393,1,8514,4
11/9/2018,SAC,Sacramento Kings,SAC vs. MIN,De'Aaron Fox,G,44.8,1717,1,7056,10,325,2,812,3,11548,9,316,4,9339,1,4317,0,15731,5
11/9/2018,CHA,Charlotte Hornets,CHA @ PHI,Kemba Walker,G,54.9,579,3,1597,9,525,0,7843,9,1419,9,316,7,3913,1,4317,0,15731,6
11/9/2018,DET,Detroit Pistons,DET @ ATL,Blake Griffin,F,35.3,4011,1,7056,9,525,0,7843,2,14769,1,10110,9,2204,2,1393,1,8514,7
11/9/2018,MIN,Minnesota Timberwolves,MIN @ SAC,Jimmy Butler,G,37.6,3293,0,12874,8,789,0,7843,3,11548,7,723,8,2894,2,1393,3,1827,8
11/9/2018,BOS,Boston Celtics,BOS @ UTA,Gordon Hayward,F,26.7,7833,1,7056,7,1184,0,7843,3,11548,6,1093,1,18809,1,4317,1,8514,9
11/9/2018,UTA,Utah Jazz,UTA vs. BOS,Ricky Rubio,G,30.7,5895,1,7056,7,1184,0,7843,7,3260,2,6102,6,5192,0,11467,4,786,10
11/8/2018,PHX,Phoenix Suns,PHX vs. BOS,Devin Booker,G,58.1,407,4,662,9,525,0,7843,15,65,4,2601,3,12137,3,415,6,130,1
11/8/2018,GSW,Golden State Warriors,GSW vs. MIL,Kevin Durant,F,33.5,4691,1,7056,9,525,1,2443,6,4636,4,2601,5,7038,0,11467,6,130,2
11/8/2018,POR,Portland Trail Blazers,POR vs. LAC,Evan Turner,G,24.7,8917,0,12874,7,1184,1,2443,3,11548,1,10110,1,18809,1,4317,0,15731,3
11/8/2018,LAC,LA Clippers,LAC @ POR,Lou Williams,G,32.1,5249,0,12874,7,1184,0,7843,8,2174,4,2601,3,12137,0,11467,2,4097,4
11/8/2018,BOS,Boston Celtics,BOS @ PHX,Kyrie Irving,G,65.4,153,6,113,6,1803,1,2443,13,186,7,723,7,3913,3,415,3,1827,5
11/8/2018,PHX,Phoenix Suns,PHX vs. BOS,Trevor Ariza,F,32.8,4968,3,1597,6,1803,1,2443,3,11548,2,6102,9,2204,0,11467,1,8514,6
11/8/2018,OKC,Oklahoma City Thunder,OKC vs. HOU,Paul George,F,59.2,354,3,1597,6,1803,0,7843,7,3260,3,4174,11,1140,6,3,1,8514,7
11/8/2018,PHX,Phoenix Suns,PHX vs. BOS,Isaiah Canaan,N,27,7652,1,7056,6,1803,0,7843,3,11548,0,13385,5,7038,2,1393,1,8514,8
11/8/2018,MIL,Milwaukee Bucks,MIL @ GSW,Khris Middleton,F,39.6,2762,2,3543,6,1803,1,2443,6,4636,3,4174,3,12137,3,415,2,4097,9
11/8/2018,MIL,Milwaukee Bucks,MIL @ GSW,Eric Bledsoe,G,39.8,2702,2,3543,6,1803,0,7843,10,888,4,2601,4,9339,1,4317,3,1827,10
11/7/2018,UTA,Utah Jazz,UTA vs. DAL,Ricky Rubio,G,40,2657,1,7056,12,111,0,7843,3,11548,3,4174,5,7038,3,415,3,1827,1
11/7/2018,LAL,Los Angeles Lakers,LAL vs. MIN,Rajon Rondo,G,21.2,11106,0,12874,10,325,0,7843,1,18112,0,13385,6,5192,0,11467,3,1827,2
11/7/2018,NOP,New Orleans Pelicans,NOP vs. CHI,Jrue Holiday,G,50.5,944,1,7056,9,525,2,812,6,4636,4,2601,10,1582,2,1393,4,786,3
11/7/2018,LAL,Los Angeles Lakers,LAL vs. MIN,LeBron James,F,53.7,667,3,1597,9,525,2,812,10,888,1,10110,11,1140,0,11467,3,1827,4
11/7/2018,SAS,San Antonio Spurs,SAS @ MIA,DeMar DeRozan,G,52.8,735,1,7056,8,789,1,2443,6,4636,5,1672,14,434,2,1393,3,1827,5
11/7/2018,ATL,Atlanta Hawks,ATL vs. NYK,Trae Young,G,31,5760,1,7056,8,789,0,7843,6,4636,2,6102,5,7038,0,11467,2,4097,6
11/7/2018,TOR,Toronto Raptors,TOR @ SAC,Kyle Lowry,G,35.4,3972,2,3543,8,789,0,7843,6,4636,2,6102,2,15352,3,415,4,786,7
11/7/2018,PHI,Philadelphia 76ers,PHI @ IND,Ben Simmons,G,45,1693,0,12874,8,789,2,812,7,3260,2,6102,10,1582,0,11467,1,8514,8
11/7/2018,CLE,Cleveland Cavaliers,CLE vs. OKC,Jordan Clarkson,G,33.8,4580,1,7056,8,789,0,7843,5,6509,0,13385,9,2204,1,4317,3,1827,9
11/7/2018,MEM,Memphis Grizzlies,MEM vs. DEN,Mike Conley,G,20.6,11510,0,12874,8,789,0,7843,2,14769,0,13385,3,12137,1,4317,2,4097,10
11/6/2018,ATL,Atlanta Hawks,ATL @ CHA,Trae Young,G,30.6,5947,0,12874,10,325,0,7843,8,2174,2,6102,3,12137,0,11467,6,130,1
11/6/2018,WAS,Washington Wizards,WAS @ DAL,John Wall,G,53.8,659,2,3543,10,325,1,2443,8,2174,6,1093,4,9339,3,415,2,4097,2
11/6/2018,DAL,Dallas Mavericks,DAL vs. WAS,J.J. Barea,G,19.2,12408,1,7056,8,789,0,7843,3,11548,1,10110,1,18809,0,11467,2,4097,3
11/6/2018,MIL,Milwaukee Bucks,MIL @ POR,Eric Bledsoe,G,16.9,13926,1,7056,7,1184,0,7843,2,14769,0,13385,2,15352,0,11467,1,8514,4
11/6/2018,CHA,Charlotte Hornets,CHA vs. ATL,Kemba Walker,G,50.1,986,4,662,7,1184,1,2443,12,318,1,10110,3,12137,3,415,5,338,5
11/6/2018,DAL,Dallas Mavericks,DAL vs. WAS,Dennis Smith Jr.,G,34.3,4399,2,3543,7,1184,0,7843,6,4636,5,1672,4,9339,1,4317,3,1827,6
11/6/2018,MIL,Milwaukee Bucks,MIL @ POR,Khris Middleton,F,39.6,2762,4,662,6,1803,0,7843,8,2174,2,6102,8,2894,0,11467,1,8514,7
11/6/2018,POR,Portland Trail Blazers,POR vs. MIL,Jusuf Nurkic,C,32.8,4968,0,12874,6,1803,1,2443,5,6509,2,6102,9,2204,0,11467,2,4097,8
11/6/2018,MIL,Milwaukee Bucks,MIL @ POR,Giannis Antetokounmpo,F,36.8,3530,0,12874,6,1803,0,7843,11,549,1,10110,9,2204,0,11467,6,130,9
11/6/2018,POR,Portland Trail Blazers,POR vs. MIL,CJ McCollum,G,63.8,190,5,280,6,1803,0,7843,17,21,1,10110,4,9339,4,121,2,4097,10
11/5/2018,NOP,New Orleans Pelicans,NOP @ OKC,Jrue Holiday,G,44.8,1717,1,7056,14,43,1,2443,8,2174,5,1672,4,9339,0,11467,6,130,1
11/5/2018,HOU,Houston Rockets,HOU @ IND,Chris Paul,G,32.5,5092,0,12874,13,71,0,7843,4,8828,1,10110,5,7038,1,4317,5,338,2
11/5/2018,TOR,Toronto Raptors,TOR @ UTA,Kyle Lowry,G,43.9,1878,3,1597,11,183,0,7843,5,6509,4,2601,7,3913,2,1393,4,786,3
11/5/2018,OKC,Oklahoma City Thunder,OKC vs. NOP,Russell Westbrook,G,35.9,3812,0,12874,9,525,0,7843,6,4636,5,1672,7,3913,1,4317,6,130,4
11/5/2018,MEM,Memphis Grizzlies,MEM @ GSW,Marc Gasol,C,31.5,5512,0,12874,9,525,0,7843,2,14769,4,2601,10,1582,0,11467,2,4097,5
11/5/2018,UTA,Utah Jazz,UTA vs. TOR,Ricky Rubio,G,27.1,7599,0,12874,9,525,0,7843,1,18112,6,1093,3,12137,1,4317,1,8514,6
11/5/2018,OKC,Oklahoma City Thunder,OKC vs. NOP,Paul George,F,53.2,704,4,662,8,789,0,7843,6,4636,7,723,6,5192,4,121,1,8514,7
11/5/2018,DEN,Denver Nuggets,DEN vs. BOS,Nikola Jokic,C,29,6657,0,12874,8,789,0,7843,2,14769,4,2601,10,1582,0,11467,3,1827,8
11/5/2018,DET,Detroit Pistons,DET vs. MIA,Blake Griffin,F,51.5,843,2,3543,7,1184,0,7843,8,2174,6,1093,15,299,1,4317,4,786,9
11/5/2018,NYK,New York Knicks,NYK vs. CHI,Enes Kanter,C,61.3,277,0,12874,7,1184,0,7843,8,2174,7,723,24,5,1,4317,4,786,10
11/4/2018,TOR,Toronto Raptors,TOR @ LAL,Kyle Lowry,G,58.7,382,3,1597,15,25,1,2443,8,2174,2,6102,6,5192,2,1393,1,8514,1
11/4/2018,MIL,Milwaukee Bucks,MIL vs. SAC,Giannis Antetokounmpo,F,61.5,265,1,7056,11,183,1,2443,8,2174,9,316,15,299,1,4317,5,338,2
11/4/2018,BKN,Brooklyn Nets,BKN vs. PHI,Spencer Dinwiddie,G,24.2,9222,2,3543,8,789,0,7843,4,8828,2,6102,1,18809,0,11467,1,8514,3
11/4/2018,ORL,Orlando Magic,ORL @ SAS,Evan Fournier,G,33.7,4615,2,3543,7,1184,0,7843,7,3260,0,13385,1,18809,3,415,3,1827,4
11/4/2018,PHX,Phoenix Suns,PHX vs. MEM,Devin Booker,G,31.5,5512,2,3543,7,1184,0,7843,7,3260,9,316,0,22086,0,11467,4,786,5
11/4/2018,WAS,Washington Wizards,WAS vs. NYK,John Wall,G,49.9,1004,3,1597,7,1184,0,7843,9,1419,5,1672,2,15352,5,25,4,786,6
11/4/2018,ORL,Orlando Magic,ORL @ SAS,D.J. Augustin,G,33.5,4691,1,7056,7,1184,0,7843,6,4636,5,1672,5,7038,0,11467,1,8514,7
11/4/2018,SAC,Sacramento Kings,SAC @ MIL,De'Aaron Fox,G,29.2,6570,3,1597,6,1803,0,7843,6,4636,0,13385,6,5192,0,11467,2,4097,8
11/4/2018,LAL,Los Angeles Lakers,LAL vs. TOR,LeBron James,F,29.4,6486,2,3543,6,1803,1,2443,6,4636,4,2601,2,15352,0,11467,3,1827,9
11/4/2018,SAC,Sacramento Kings,SAC @ MIL,Frank Mason,G,22.4,10328,0,12874,6,1803,1,2443,3,11548,0,13385,2,15352,1,4317,1,8514,10
11/30/2018,HOU,Houston Rockets,HOU @ SAS,James Harden,G,47.4,1326,3,1597,10,325,1,2443,9,1419,2,6102,7,3913,0,11467,2,4097,1
11/30/2018,PHI,Philadelphia 76ers,PHI vs. WAS,Ben Simmons,G,34.6,4279,0,12874,10,325,0,7843,5,6509,3,4174,8,2894,1,4317,6,130,2
11/30/2018,MEM,Memphis Grizzlies,MEM @ BKN,Mike Conley,G,58,411,2,3543,10,325,1,2443,13,186,9,316,5,7038,0,11467,3,1827,3
11/30/2018,OKC,Oklahoma City Thunder,OKC vs. ATL,Russell Westbrook,G,46.8,1417,2,3543,10,325,0,7843,8,2174,5,1672,9,2204,1,4317,5,338,4
11/30/2018,HOU,Houston Rockets,HOU @ SAS,Chris Paul,G,38,3183,2,3543,10,325,0,7843,5,6509,2,6102,5,7038,1,4317,0,15731,5
11/30/2018,CHA,Charlotte Hornets,CHA vs. UTA,Tony Parker,G,36.7,3567,0,12874,9,525,0,7843,9,1419,2,6102,1,18809,1,4317,1,8514,6
11/30/2018,SAS,San Antonio Spurs,SAS vs. HOU,Derrick White,G,28.5,6916,1,7056,9,525,0,7843,5,6509,0,13385,5,7038,0,11467,2,4097,7
11/30/2018,NOP,New Orleans Pelicans,NOP @ MIA,Tim Frazier,G,25.7,8378,1,7056,9,525,0,7843,1,18112,3,4174,6,5192,0,11467,1,8514,8
11/30/2018,CHI,Chicago Bulls,CHI @ DET,Zach LaVine,G,21.9,10673,0,12874,9,525,1,2443,3,11548,2,6102,2,15352,0,11467,5,338,9
11/30/2018,ATL,Atlanta Hawks,ATL @ OKC,Trae Young,G,23.8,9494,0,12874,8,789,0,7843,4,8828,1,10110,4,9339,0,11467,2,4097,10
11/3/2018,DEN,Denver Nuggets,DEN vs. UTA,Nikola Jokic,C,42,2194,0,12874,16,13,0,7843,3,11548,1,10110,10,1582,1,4317,4,786,1
11/3/2018,ATL,Atlanta Hawks,ATL vs. MIA,Trae Young,G,51.7,818,2,3543,15,25,1,2443,9,1419,4,2601,6,5192,0,11467,5,338,2
11/3/2018,BOS,Boston Celtics,BOS @ IND,Marcus Smart,G,23.5,9670,1,7056,9,525,0,7843,1,18112,0,13385,0,22086,3,415,2,4097,3
11/3/2018,HOU,Houston Rockets,HOU @ CHI,Chris Paul,G,34.2,4437,0,12874,8,789,0,7843,3,11548,1,10110,6,5192,4,121,4,786,4
11/3/2018,NOP,New Orleans Pelicans,NOP @ SAS,Jrue Holiday,G,42.8,2049,0,12874,8,789,0,7843,13,186,3,4174,4,9339,0,11467,3,1827,5
11/3/2018,MIA,Miami Heat,MIA @ ATL,Justise Winslow,F,46,1535,2,3543,8,789,2,812,5,6509,3,4174,10,1582,2,1393,5,338,6
11/3/2018,HOU,Houston Rockets,HOU @ CHI,James Harden,G,40.7,2493,5,280,7,1184,0,7843,7,3260,6,1093,1,18809,4,121,8,25,7
11/3/2018,CHA,Charlotte Hornets,CHA vs. CLE,Nicolas Batum,F-G,30.1,6151,1,7056,7,1184,0,7843,4,8828,0,13385,8,2894,1,4317,2,4097,8
11/3/2018,SAS,San Antonio Spurs,SAS vs. NOP,Patty Mills,G,37.1,3437,4,662,7,1184,1,2443,4,8828,3,4174,8,2894,0,11467,1,8514,9
11/3/2018,LAL,Los Angeles Lakers,LAL @ POR,LeBron James,F,47.5,1301,1,7056,7,1184,2,812,9,1419,9,316,5,7038,0,11467,3,1827,10
11/29/2018,TOR,Toronto Raptors,TOR vs. GSW,Kyle Lowry,G,45.6,1597,2,3543,12,111,0,7843,4,8828,0,13385,8,2894,3,415,1,8514,1
11/29/2018,SAC,Sacramento Kings,SAC vs. LAC,De'Aaron Fox,G,41.1,2388,1,7056,9,525,1,2443,6,4636,4,2601,3,12137,2,1393,2,4097,2
11/29/2018,LAL,Los Angeles Lakers,LAL vs. IND,LeBron James,F,61.3,277,2,3543,7,1184,0,7843,15,65,6,1093,9,2204,2,1393,4,786,3
11/29/2018,GSW,Golden State Warriors,GSW @ TOR,Shaun Livingston,G,22.9,9984,0,12874,7,1184,1,2443,1,18112,2,6102,2,15352,1,4317,0,15731,4
11/29/2018,SAC,Sacramento Kings,SAC vs. LAC,Bogdan Bogdanovic,G,38.8,2961,3,1597,6,1803,0,7843,8,2174,7,723,4,9339,0,11467,1,8514,5
11/29/2018,LAC,LA Clippers,LAC @ SAC,Avery Bradley,G,28.6,6865,4,662,6,1803,1,2443,6,4636,0,13385,3,12137,0,11467,3,1827,6
11/29/2018,IND,Indiana Pacers,IND @ LAL,Cory Joseph,G,30.2,6110,1,7056,6,1803,1,2443,4,8828,1,10110,6,5192,1,4317,2,4097,7
11/29/2018,GSW,Golden State Warriors,GSW @ TOR,Kevin Durant,F,72.2,68,4,662,6,1803,0,7843,18,14,11,128,11,1140,0,11467,1,8514,8
11/29/2018,IND,Indiana Pacers,IND @ LAL,Tyreke Evans,G,24.3,9159,2,3543,5,2659,0,7843,2,14769,3,4174,4,9339,3,415,6,130,9
11/29/2018,GSW,Golden State Warriors,GSW @ TOR,Andre Iguodala,G,24.3,9159,0,12874,5,2659,2,812,3,11548,0,13385,4,9339,1,4317,3,1827,10
11/28/2018,HOU,Houston Rockets,HOU vs. DAL,James Harden,G,73.7,60,4,662,17,4,0,7843,7,3260,7,723,11,1140,6,3,8,25,1
11/28/2018,OKC,Oklahoma City Thunder,OKC vs. CLE,Russell Westbrook,G,70.1,90,2,3543,15,25,0,7843,10,888,1,10110,18,108,2,1393,3,1827,2
11/28/2018,DAL,Dallas Mavericks,DAL @ HOU,J.J. Barea,G,36.6,3598,1,7056,12,111,0,7843,5,6509,2,6102,3,12137,1,4317,1,8514,3
11/28/2018,NOP,New Orleans Pelicans,NOP vs. WAS,Tim Frazier,G,40.2,2601,2,3543,12,111,0,7843,4,8828,2,6102,6,5192,2,1393,3,1827,4
11/28/2018,WAS,Washington Wizards,WAS @ NOP,Bradley Beal,G,43.5,1933,1,7056,11,183,1,2443,7,3260,1,10110,5,7038,2,1393,4,786,5
11/28/2018,MIN,Minnesota Timberwolves,MIN vs. SAS,Jeff Teague,G,31.5,5512,0,12874,9,525,1,2443,3,11548,1,10110,0,22086,3,415,1,8514,6
11/28/2018,MIN,Minnesota Timberwolves,MIN vs. SAS,Tyus Jones,G,27.4,7453,1,7056,8,789,0,7843,3,11548,0,13385,2,15352,2,1393,0,15731,7
11/28/2018,MIL,Milwaukee Bucks,MIL vs. CHI,Giannis Antetokounmpo,F,66.2,140,0,12874,8,789,1,2443,14,108,8,447,11,1140,2,1393,4,786,8
11/28/2018,PHI,Philadelphia 76ers,PHI vs. NYK,Joel Embiid,F-C,58.3,394,0,12874,7,1184,1,2443,10,888,6,1093,14,434,1,4317,1,8514,9
11/28/2018,WAS,Washington Wizards,WAS @ NOP,John Wall,G,29.5,6436,1,7056,7,1184,0,7843,6,4636,4,2601,5,7038,0,11467,4,786,10
11/27/2018,IND,Indiana Pacers,IND @ PHX,Darren Collison,G,33.5,4691,0,12874,11,183,0,7843,3,11548,5,1672,5,7038,1,4317,3,1827,1
11/27/2018,ATL,Atlanta Hawks,ATL @ MIA,Trae Young,G,41,2414,2,3543,10,325,1,2443,5,6509,5,1672,5,7038,1,4317,3,1827,2
11/27/2018,PHX,Phoenix Suns,PHX vs. IND,Devin Booker,G,40.8,2462,3,1597,8,789,0,7843,7,3260,3,4174,4,9339,3,415,5,338,3
11/27/2018,DEN,Denver Nuggets,DEN vs. LAL,Monte Morris,G,24.1,9282,0,12874,7,1184,0,7843,2,14769,3,4174,3,12137,1,4317,0,15731,4
11/27/2018,DEN,Denver Nuggets,DEN vs. LAL,Nikola Jokic,C,35.9,3812,2,3543,7,1184,1,2443,5,6509,2,6102,7,3913,1,4317,3,1827,5
11/27/2018,NYK,New York Knicks,NYK @ DET,Allonzo Trier,G,43.5,1933,1,7056,7,1184,0,7843,7,3260,9,316,10,1582,0,11467,3,1827,6
11/27/2018,DET,Detroit Pistons,DET vs. NYK,Ish Smith,G,21.1,11193,1,7056,7,1184,0,7843,4,8828,0,13385,3,12137,0,11467,2,4097,7
11/27/2018,IND,Indiana Pacers,IND @ PHX,Cory Joseph,G,16.5,14197,0,12874,7,1184,0,7843,0,21502,0,13385,5,7038,0,11467,0,15731,8
11/27/2018,TOR,Toronto Raptors,TOR @ MEM,Kyle Lowry,G,32.4,5131,5,280,6,1803,0,7843,8,2174,3,4174,2,15352,0,11467,3,1827,9
11/27/2018,MEM,Memphis Grizzlies,MEM vs. TOR,Mike Conley,G,47,1378,2,3543,6,1803,2,812,7,3260,4,2601,5,7038,3,415,3,1827,10
11/26/2018,HOU,Houston Rockets,HOU @ WAS,James Harden,G,81.1,16,7,46,13,71,0,7843,17,21,13,62,8,2894,3,415,11,1,1
11/26/2018,IND,Indiana Pacers,IND @ UTA,Darren Collison,G,40.1,2630,0,12874,11,183,0,7843,4,8828,0,13385,3,12137,4,121,0,15731,2
11/26/2018,WAS,Washington Wizards,WAS vs. HOU,John Wall,G,57.1,447,2,3543,11,183,2,812,13,186,8,447,3,12137,0,11467,5,338,3
11/26/2018,BOS,Boston Celtics,BOS @ NOP,Kyrie Irving,G,56,510,5,280,10,325,0,7843,10,888,1,10110,5,7038,5,25,6,130,4
11/26/2018,ORL,Orlando Magic,ORL @ GSW,D.J. Augustin,G,30.3,6073,1,7056,9,525,0,7843,3,11548,2,6102,4,9339,2,1393,3,1827,5
11/26/2018,GSW,Golden State Warriors,GSW vs. ORL,Kevin Durant,F,77.7,36,4,662,9,525,2,812,16,39,13,62,6,5192,2,1393,4,786,6
11/26/2018,MIL,Milwaukee Bucks,MIL @ CHA,Giannis Antetokounmpo,F,60.1,321,1,7056,9,525,3,272,7,3260,5,1672,13,591,1,4317,1,8514,7
11/26/2018,UTA,Utah Jazz,UTA vs. IND,Ricky Rubio,G,21.6,10866,1,7056,8,789,0,7843,2,14769,1,10110,3,12137,1,4317,3,1827,8
11/26/2018,CLE,Cleveland Cavaliers,CLE vs. MIN,Larry Nance Jr.,F,39.1,2887,0,12874,7,1184,2,812,5,6509,2,6102,8,2894,1,4317,2,4097,9
11/26/2018,CHI,Chicago Bulls,CHI vs. SAS,Zach LaVine,G,40.9,2437,3,1597,7,1184,0,7843,10,888,5,1672,7,3913,0,11467,6,130,10
11/25/2018,DET,Detroit Pistons,DET vs. PHX,Blake Griffin,F,31.1,5713,2,3543,11,183,0,7843,7,3260,0,13385,3,12137,0,11467,5,338,1
11/25/2018,MEM,Memphis Grizzlies,MEM vs. NYK,Mike Conley,G,47.3,1338,2,3543,11,183,0,7843,8,2174,5,1672,4,9339,1,4317,0,15731,2
11/25/2018,TOR,Toronto Raptors,TOR vs. MIA,Kyle Lowry,G,28.4,6972,2,3543,10,325,0,7843,5,6509,0,13385,2,15352,0,11467,1,8514,3
11/25/2018,CHA,Charlotte Hornets,CHA @ ATL,Kemba Walker,G,46.5,1455,4,662,9,525,1,2443,7,3260,4,2601,5,7038,1,4317,1,8514,4
11/25/2018,PHI,Philadelphia 76ers,PHI @ BKN,Ben Simmons,G,44.5,1768,0,12874,9,525,2,812,5,6509,3,4174,5,7038,3,415,3,1827,5
11/25/2018,ORL,Orlando Magic,ORL @ LAL,D.J. Augustin,G,30.5,5992,1,7056,9,525,0,7843,5,6509,1,10110,5,7038,0,11467,1,8514,6
11/25/2018,DET,Detroit Pistons,DET vs. PHX,Reggie Jackson,G,38.4,3074,4,662,8,789,0,7843,6,4636,3,4174,2,15352,2,1393,1,8514,7
11/25/2018,BKN,Brooklyn Nets,BKN vs. PHI,D'Angelo Russell,G,61.6,259,2,3543,8,789,1,2443,16,39,4,2601,8,2894,0,11467,1,8514,8
11/25/2018,ORL,Orlando Magic,ORL @ LAL,Nikola Vucevic,C,71.5,77,3,1597,7,1184,3,272,10,888,8,447,15,299,2,1393,3,1827,9
11/25/2018,LAL,Los Angeles Lakers,LAL vs. ORL,LeBron James,F,36.3,3672,2,3543,7,1184,1,2443,8,2174,6,1093,4,9339,0,11467,6,130,10
11/24/2018,HOU,Houston Rockets,HOU @ CLE,James Harden,G,58.3,394,5,280,13,71,0,7843,14,108,7,723,4,9339,1,4317,9,7,1
11/24/2018,OKC,Oklahoma City Thunder,OKC vs. DEN,Russell Westbrook,G,45,1693,1,7056,12,111,0,7843,6,4636,3,4174,10,1582,1,4317,4,786,2
11/24/2018,MIL,Milwaukee Bucks,MIL vs. SAS,Eric Bledsoe,G,43.8,1892,1,7056,10,325,0,7843,8,2174,3,4174,4,9339,2,1393,2,4097,3
11/24/2018,SAC,Sacramento Kings,SAC @ GSW,De'Aaron Fox,G,24.9,8806,0,12874,9,525,1,2443,3,11548,3,4174,2,15352,0,11467,3,1827,4
