GAME_DATE,TEAM_ABBREVIATION,TEAM_NAME,MATCHUP,PLAYER_NAME,PLAYER_POSITION,NBA_FANTASY_PTS,NBA_FANTASY_PTS_RANK,FG3M,FG3M_RANK,AST,AST_RANK,BLK,BLK_RANK,FGM,FGM_RANK,FTM,FTM_RANK,REB,REB_RANK,STL,STL_RANK,TOV,TOV_RANK,STL_DAY_RANK
12/12/2018,OKC,Oklahoma City Thunder,OKC @ NOP,Russell Westbrook,G,48.7,1140,2,3543,7,1184,2,812,8,2174,2,6102,6,5192,4,121,7,51,3
12/12/2018,BKN,Brooklyn Nets,BKN @ PHI,Rondae Hollis-Jefferson,F,18.3,12997,0,12874,1,12618,0,7843,1,18112,1,10110,4,9339,4,121,3,1827,4
12/12/2018,PHI,Philadelphia 76ers,PHI vs. BKN,Ben Simmons,G,57.1,447,0,12874,7,1184,2,812,9,1419,4,2601,8,2894,4,121,3,1827,5
12/12/2018,DAL,Dallas Mavericks,DAL vs. ATL,Wesley Matthews,G,17.5,13524,0,12874,3,5849,1,2443,1,18112,2,6102,0,22086,3,415,3,1827,6
12/12/2018,NOP,New Orleans Pelicans,NOP vs. OKC,Darius Miller,F,22.4,10328,1,7056,2,8551,0,7843,4,8828,1,10110,2,15352,3,415,2,4097,7
12/12/2018,DAL,Dallas Mavericks,DAL vs. ATL,Dorian Finney-Smith,F,28.7,6816,1,7056,1,12618,0,7843,4,8828,2,6102,6,5192,3,415,0,15731,8
12/12/2018,BKN,Brooklyn Nets,BKN @ PHI,Rodions Kurucs,F,21.2,11106,1,7056,0,18130,0,7843,4,8828,4,2601,1,18809,3,415,2,4097,9
12/12/2018,DAL,Dallas Mavericks,DAL vs. ATL,Devin Harris,G,17.7,13364,0,12874,3,5849,0,7843,0,21502,4,2601,1,18809,3,415,1,8514,10
12/11/2018,SAS,San Antonio Spurs,SAS vs. PHX,Derrick White,G,26.1,8168,0,12874,7,1184,0,7843,1,18112,2,6102,3,12137,3,415,1,8514,1
12/11/2018,PHX,Phoenix Suns,PHX @ SAS,Josh Jackson,F,18.3,12997,1,7056,1,12618,0,7843,2,14769,2,6102,4,9339,3,415,4,786,2
12/11/2018,HOU,Houston Rockets,HOU vs. POR,Chris Paul,G,50.2,976,0,12874,10,325,1,2443,2,14769,7,723,11,1140,3,415,1,8514,3
12/11/2018,TOR,Toronto Raptors,TOR @ LAC,Jonas Valanciunas,C,28,7160,1,7056,0,18130,0,7843,7,3260,1,10110,5,7038,2,1393,0,15731,4
12/11/2018,PHX,Phoenix Suns,PHX @ SAS,De'Anthony Melton,G,35.4,3972,3,1597,6,1803,0,7843,7,3260,0,13385,7,3913,2,1393,5,338,5
12/11/2018,PHX,Phoenix Suns,PHX @ SAS,Jawun Evans,G,15.1,15156,0,12874,3,5849,0,7843,2,14769,0,13385,3,12137,2,1393,3,1827,6
12/11/2018,SAS,San Antonio Spurs,SAS vs. PHX,Rudy Gay,F,28.8,6766,1,7056,2,8551,1,2443,4,8828,4,2601,4,9339,2,1393,1,8514,7
12/11/2018,HOU,Houston Rockets,HOU vs. POR,Clint Capela,C,27.4,7453,0,12874,2,8551,0,7843,6,4636,1,10110,7,3913,2,1393,3,1827,8
12/11/2018,TOR,Toronto Raptors,TOR @ LAC,Delon Wright,G,27.3,7500,2,3543,3,5849,0,7843,5,6509,0,13385,4,9339,2,1393,0,15731,9
12/11/2018,TOR,Toronto Raptors,TOR @ LAC,OG Anunoby,F,17.4,13598,2,3543,0,18130,0,7843,5,6509,0,13385,2,15352,1,4317,0,15731,10
12/10/2018,PHX,Phoenix Suns,PHX vs. LAC,Elie Okobo,G,23.4,9721,0,12874,4,3929,0,7843,1,18112,0,13385,2,15352,5,25,2,4097,1
12/10/2018,SAC,Sacramento Kings,SAC @ CHI,De'Aaron Fox,G,49.8,1013,4,662,6,1803,1,2443,8,2174,5,1672,4,9339,4,121,4,786,2
12/10/2018,OKC,Oklahoma City Thunder,OKC vs. UTA,Paul George,F,49.1,1094,5,280,3,5849,0,7843,8,2174,10,204,3,12137,4,121,2,4097,3
12/10/2018,SAC,Sacramento Kings,SAC @ CHI,Iman Shumpert,G,28.5,6916,4,662,5,2659,0,7843,5,6509,0,13385,0,22086,4,121,5,338,4
12/10/2018,NOP,New Orleans Pelicans,NOP @ BOS,Anthony Davis,F-C,64.4,170,0,12874,2,8551,0,7843,17,21,7,723,7,3913,4,121,0,15731,5
12/10/2018,DEN,Denver Nuggets,DEN vs. MEM,Jamal Murray,G,40.5,2531,1,7056,5,2659,2,812,6,4636,3,4174,0,22086,4,121,1,8514,6
12/10/2018,WAS,Washington Wizards,WAS @ IND,Kelly Oubre Jr.,F,41.5,2292,1,7056,1,12618,1,2443,9,1419,4,2601,5,7038,3,415,1,8514,7
12/10/2018,CHI,Chicago Bulls,CHI vs. SAC,Zach LaVine,G,27.4,7453,3,1597,2,8551,0,7843,7,3260,2,6102,2,15352,3,415,6,130,8
12/10/2018,PHX,Phoenix Suns,PHX vs. LAC,Trevor Ariza,F,30.7,5895,1,7056,3,5849,0,7843,4,8828,3,4174,6,5192,3,415,2,4097,9
12/10/2018,NOP,New Orleans Pelicans,NOP @ BOS,Jrue Holiday,G,22.2,10476,1,7056,6,1803,0,7843,3,11548,0,13385,1,18809,3,415,4,786,10
12/1/2018,IND,Indiana Pacers,IND @ SAC,Darren Collison,G,45.8,1562,2,3543,12,111,0,7843,3,11548,3,4174,4,9339,6,3,6,130,1
12/1/2018,SAC,Sacramento Kings,SAC vs. IND,De'Aaron Fox,G,37.8,3235,0,12874,6,1803,1,2443,4,8828,7,723,4,9339,4,121,6,130,2
12/1/2018,CHI,Chicago Bulls,CHI @ HOU,Justin Holiday,F-G,27.1,7599,1,7056,1,12618,1,2443,4,8828,2,6102,3,12137,4,121,4,786,3
12/1/2018,MIN,Minnesota Timberwolves,MIN vs. BOS,Robert Covington,F,39,2909,2,3543,0,18130,0,7843,4,8828,7,723,10,1582,4,121,2,4097,4
12/1/2018,BOS,Boston Celtics,BOS @ MIN,Marcus Smart,G,24.9,8806,2,3543,3,5849,0,7843,2,14769,0,13385,2,15352,4,121,0,15731,5
12/1/2018,WAS,Washington Wizards,WAS vs. BKN,Otto Porter Jr.,F,32.2,5198,0,12874,2,8551,0,7843,3,11548,1,10110,11,1140,3,415,0,15731,6
12/1/2018,BKN,Brooklyn Nets,BKN @ WAS,Shabazz Napier,G,25.9,8278,1,7056,3,5849,1,2443,2,14769,3,4174,2,15352,3,415,1,8514,7
12/1/2018,WAS,Washington Wizards,WAS vs. BKN,Markieff Morris,F,44.4,1795,2,3543,2,8551,2,812,9,1419,0,13385,7,3913,3,415,2,4097,8
12/1/2018,DET,Detroit Pistons,DET vs. GSW,Andre Drummond,C,49.8,1013,0,12874,0,18130,2,812,7,3260,2,6102,19,70,3,415,4,786,9
12/1/2018,MIL,Milwaukee Bucks,MIL @ NYK,Giannis Antetokounmpo,F,75.3,47,0,12874,7,1184,2,812,10,888,13,62,19,70,3,415,6,130,10
11/9/2018,BOS,Boston Celtics,BOS @ UTA,Jayson Tatum,F,44.6,1748,2,3543,4,3929,0,7843,7,3260,5,1672,3,12137,5,25,1,8514,1
11/9/2018,IND,Indiana Pacers,IND @ MIA,Victor Oladipo,G,54,645,1,7056,10,325,0,7843,9,1419,3,4174,5,7038,4,121,1,8514,2
11/9/2018,DET,Detroit Pistons,DET @ ATL,Stanley Johnson,F,42.4,2115,4,662,2,8551,0,7843,8,2174,2,6102,7,3913,3,415,0,15731,3
11/9/2018,SAC,Sacramento Kings,SAC vs. MIN,Kosta Koufos,C,28.8,6766,0,12874,2,8551,0,7843,3,11548,0,13385,9,2204,3,415,0,15731,4
11/9/2018,ATL,Atlanta Hawks,ATL vs. DET,Jeremy Lin,G,37.6,3293,2,3543,4,3929,0,7843,5,6509,7,723,3,12137,3,415,0,15731,5
11/9/2018,CHA,Charlotte Hornets,CHA @ PHI,Nicolas Batum,F-G,15.4,14944,1,7056,2,8551,0,7843,2,14769,0,13385,2,15352,2,1393,1,8514,6
11/9/2018,MIA,Miami Heat,MIA vs. IND,Josh Richardson,G,27,7652,2,3543,6,1803,0,7843,6,4636,4,2601,0,22086,2,1393,6,130,7
11/9/2018,WAS,Washington Wizards,WAS @ ORL,John Wall,G,51.4,851,0,12874,12,111,1,2443,9,1419,1,10110,7,3913,2,1393,3,1827,8
11/9/2018,CHA,Charlotte Hornets,CHA @ PHI,Jeremy Lamb,G,30.1,6151,3,1597,1,12618,1,2443,6,4636,2,6102,3,12137,2,1393,1,8514,9
11/9/2018,WAS,Washington Wizards,WAS @ ORL,Otto Porter Jr.,F,18.1,13133,2,3543,1,12618,0,7843,3,11548,0,13385,3,12137,2,1393,1,8514,10
11/8/2018,OKC,Oklahoma City Thunder,OKC vs. HOU,Paul George,F,59.2,354,3,1597,6,1803,0,7843,7,3260,3,4174,11,1140,6,3,1,8514,1
11/8/2018,HOU,Houston Rockets,HOU @ OKC,Chris Paul,G,32.9,4932,0,12874,5,2659,0,7843,4,8828,2,6102,2,15352,6,3,5,338,2
11/8/2018,BOS,Boston Celtics,BOS @ PHX,Kyrie Irving,G,65.4,153,6,113,6,1803,1,2443,13,186,7,723,7,3913,3,415,3,1827,3
11/8/2018,PHX,Phoenix Suns,PHX vs. BOS,Devin Booker,G,58.1,407,4,662,9,525,0,7843,15,65,4,2601,3,12137,3,415,6,130,4
11/8/2018,MIL,Milwaukee Bucks,MIL @ GSW,Khris Middleton,F,39.6,2762,2,3543,6,1803,1,2443,6,4636,3,4174,3,12137,3,415,2,4097,5
11/8/2018,MIL,Milwaukee Bucks,MIL @ GSW,Malcolm Brogdon,G,31.1,5713,2,3543,1,12618,0,7843,9,1419,0,13385,3,12137,2,1393,0,15731,6
11/8/2018,BOS,Boston Celtics,BOS @ PHX,Marcus Smart,G,17.8,13309,1,7056,2,8551,0,7843,1,18112,4,2601,4,9339,2,1393,3,1827,7
11/8/2018,MIL,Milwaukee Bucks,MIL @ GSW,Giannis Antetokounmpo,F,50.8,910,0,12874,4,3929,2,812,7,3260,10,204,9,2204,2,1393,2,4097,8
11/8/2018,HOU,Houston Rockets,HOU @ OKC,James Harden,G,40.1,2630,4,662,5,2659,1,2443,7,3260,1,10110,8,2894,2,1393,5,338,9
11/8/2018,PHX,Phoenix Suns,PHX vs. BOS,Isaiah Canaan,N,27,7652,1,7056,6,1803,0,7843,3,11548,0,13385,5,7038,2,1393,1,8514,10
11/7/2018,SAC,Sacramento Kings,SAC vs. TOR,Nemanja Bjelica,F,19.7,12090,0,12874,3,5849,1,2443,0,21502,0,13385,1,18809,4,121,1,8514,1
11/7/2018,MIA,Miami Heat,MIA vs. SAS,Tyler Johnson,G,29.6,6396,1,7056,2,8551,1,2443,4,8828,0,13385,3,12137,4,121,1,8514,2
11/7/2018,DEN,Denver Nuggets,DEN @ MEM,Nikola Jokic,C,21.4,10970,0,12874,4,3929,0,7843,0,21502,4,2601,7,3913,3,415,6,130,3
11/7/2018,DET,Detroit Pistons,DET @ ORL,Ish Smith,G,24.6,8971,0,12874,4,3929,0,7843,4,8828,0,13385,3,12137,3,415,2,4097,4
11/7/2018,TOR,Toronto Raptors,TOR @ SAC,Kyle Lowry,G,35.4,3972,2,3543,8,789,0,7843,6,4636,2,6102,2,15352,3,415,4,786,5
11/7/2018,PHI,Philadelphia 76ers,PHI @ IND,Markelle Fultz,G,24.6,8971,0,12874,4,3929,0,7843,3,11548,1,10110,3,12137,3,415,1,8514,6
11/7/2018,OKC,Oklahoma City Thunder,OKC @ CLE,Raymond Felton,G,19.2,12408,0,12874,2,8551,1,2443,2,14769,0,13385,1,18809,3,415,1,8514,7
11/7/2018,LAL,Los Angeles Lakers,LAL vs. MIN,Lonzo Ball,G,24,9362,0,12874,6,1803,0,7843,1,18112,1,10110,5,7038,3,415,3,1827,8
11/7/2018,ORL,Orlando Magic,ORL vs. DET,Evan Fournier,G,45.5,1614,3,1597,3,5849,1,2443,12,318,0,13385,5,7038,3,415,4,786,9
11/7/2018,MIN,Minnesota Timberwolves,MIN @ LAL,Taj Gibson,F,42.7,2067,3,1597,3,5849,0,7843,6,4636,1,10110,11,1140,3,415,0,15731,10
11/6/2018,POR,Portland Trail Blazers,POR vs. MIL,CJ McCollum,G,63.8,190,5,280,6,1803,0,7843,17,21,1,10110,4,9339,4,121,2,4097,1
11/6/2018,ATL,Atlanta Hawks,ATL @ CHA,Kent Bazemore,G,34.9,4162,2,3543,1,12618,2,812,6,4636,2,6102,2,15352,4,121,3,1827,2
11/6/2018,WAS,Washington Wizards,WAS @ DAL,Otto Porter Jr.,F,47.5,1301,5,280,5,2659,2,812,7,3260,0,13385,5,7038,3,415,0,15731,3
11/6/2018,CHA,Charlotte Hornets,CHA vs. ATL,Kemba Walker,G,50.1,986,4,662,7,1184,1,2443,12,318,1,10110,3,12137,3,415,5,338,4
11/6/2018,ATL,Atlanta Hawks,ATL @ CHA,Kevin Huerter,G,28.5,6916,0,12874,3,5849,1,2443,2,14769,3,4174,5,7038,3,415,1,8514,5
11/6/2018,WAS,Washington Wizards,WAS @ DAL,John Wall,G,53.8,659,2,3543,10,325,1,2443,8,2174,6,1093,4,9339,3,415,2,4097,6
11/6/2018,BKN,Brooklyn Nets,BKN @ PHX,D'Angelo Russell,G,32.7,5010,1,7056,3,5849,0,7843,6,4636,2,6102,6,5192,2,1393,0,15731,7
11/6/2018,BKN,Brooklyn Nets,BKN @ PHX,Spencer Dinwiddie,G,31.5,5512,2,3543,3,5849,1,2443,5,6509,0,13385,5,7038,2,1393,0,15731,8
11/6/2018,DAL,Dallas Mavericks,DAL vs. WAS,Harrison Barnes,F,43.1,1991,2,3543,3,5849,0,7843,6,4636,5,1672,13,591,2,1393,2,4097,9
11/6/2018,ATL,Atlanta Hawks,ATL @ CHA,Vince Carter,F-G,20.7,11451,1,7056,1,12618,2,812,2,14769,2,6102,1,18809,2,1393,1,8514,10
11/5/2018,OKC,Oklahoma City Thunder,OKC vs. NOP,Paul George,F,53.2,704,4,662,8,789,0,7843,6,4636,7,723,6,5192,4,121,1,8514,1
11/5/2018,MEM,Memphis Grizzlies,MEM @ GSW,Kyle Anderson,F,28.3,7019,0,12874,5,2659,0,7843,1,18112,2,6102,4,9339,4,121,0,15731,2
11/5/2018,IND,Indiana Pacers,IND vs. HOU,Cory Joseph,G,16.7,14061,0,12874,3,5849,0,7843,0,21502,0,13385,1,18809,4,121,1,8514,3
11/5/2018,CLE,Cleveland Cavaliers,CLE @ ORL,George Hill,G,45.8,1562,2,3543,6,1803,0,7843,10,888,0,13385,4,9339,4,121,2,4097,4
11/5/2018,CHI,Chicago Bulls,CHI @ NYK,Zach LaVine,G,58.8,376,4,662,4,3929,2,812,13,186,11,128,4,9339,3,415,8,25,5
11/5/2018,ORL,Orlando Magic,ORL vs. CLE,Evan Fournier,G,33.7,4615,2,3543,5,2659,1,2443,5,6509,3,4174,1,18809,3,415,2,4097,6
11/5/2018,MIA,Miami Heat,MIA @ DET,Bam Adebayo,C-F,34.1,4478,0,12874,1,12618,1,2443,4,8828,3,4174,8,2894,3,415,0,15731,7
11/5/2018,LAC,LA Clippers,LAC vs. MIN,Montrezl Harrell,F-C,29.4,6486,0,12874,2,8551,0,7843,6,4636,1,10110,7,3913,3,415,4,786,8
11/5/2018,BOS,Boston Celtics,BOS @ DEN,Kyrie Irving,G,54.5,604,4,662,5,2659,1,2443,13,186,1,10110,5,7038,3,415,2,4097,9
11/5/2018,HOU,Houston Rockets,HOU @ IND,James Harden,G,48.8,1132,5,280,6,1803,1,2443,7,3260,9,316,4,9339,3,415,5,338,10
11/4/2018,WAS,Washington Wizards,WAS vs. NYK,John Wall,G,49.9,1004,3,1597,7,1184,0,7843,9,1419,5,1672,2,15352,5,25,4,786,1
11/4/2018,BKN,Brooklyn Nets,BKN vs. PHI,Caris LeVert,G,39,2909,1,7056,2,8551,0,7843,8,2174,3,4174,5,7038,4,121,2,4097,2
11/4/2018,MEM,Memphis Grizzlies,MEM @ PHX,Shelvin Mack,G,38.2,3126,2,3543,4,3929,0,7843,7,3260,5,1672,1,18809,4,121,2,4097,3
11/4/2018,PHI,Philadelphia 76ers,PHI @ BKN,Ben Simmons,G,45.9,1547,0,12874,3,5849,0,7843,8,2174,4,2601,12,814,4,121,5,338,4
11/4/2018,ORL,Orlando Magic,ORL @ SAS,Evan Fournier,G,33.7,4615,2,3543,7,1184,0,7843,7,3260,0,13385,1,18809,3,415,3,1827,5
11/4/2018,MIN,Minnesota Timberwolves,MIN @ POR,Andrew Wiggins,F-G,27.7,7305,2,3543,1,12618,0,7843,6,4636,3,4174,1,18809,3,415,1,8514,6
11/4/2018,WAS,Washington Wizards,WAS vs. NYK,Austin Rivers,G,21.1,11193,1,7056,3,5849,0,7843,1,18112,2,6102,3,12137,3,415,1,8514,7
11/4/2018,NYK,New York Knicks,NYK @ WAS,Mario Hezonja,F,32.1,5249,2,3543,3,5849,0,7843,4,8828,0,13385,8,2894,3,415,1,8514,8
11/4/2018,MEM,Memphis Grizzlies,MEM @ PHX,MarShon Brooks,N,24.1,9282,0,12874,1,12618,0,7843,4,8828,3,4174,3,12137,3,415,1,8514,9
11/4/2018,PHX,Phoenix Suns,PHX vs. MEM,Deandre Ayton,C,37.6,3293,0,12874,6,1803,2,812,3,11548,3,4174,8,2894,3,415,5,338,10
11/30/2018,LAL,Los Angeles Lakers,LAL vs. DAL,Lonzo Ball,G,27.2,7548,1,7056,4,3929,0,7843,4,8828,1,10110,1,18809,5,25,5,338,1
11/30/2018,ATL,Atlanta Hawks,ATL @ OKC,Kent Bazemore,G,28.8,6766,1,7056,4,3929,0,7843,3,11548,1,10110,4,9339,4,121,2,4097,2
11/30/2018,DEN,Denver Nuggets,DEN @ POR,Paul Millsap,F,49,1111,2,3543,4,3929,0,7843,9,1419,2,6102,10,1582,4,121,3,1827,3
11/30/2018,PHI,Philadelphia 76ers,PHI vs. WAS,Jimmy Butler,G,37.4,3345,1,7056,4,3929,0,7843,5,6509,0,13385,7,3913,4,121,0,15731,4
11/30/2018,ATL,Atlanta Hawks,ATL @ OKC,Dewayne Dedmon,C,14.8,15353,0,12874,0,18130,0,7843,1,18112,0,13385,4,9339,4,121,4,786,5
11/30/2018,DAL,Dallas Mavericks,DAL @ LAL,Luka Doncic,F-G,32.7,5010,0,12874,5,2659,2,812,2,14769,2,6102,6,5192,3,415,3,1827,6
11/30/2018,OKC,Oklahoma City Thunder,OKC vs. ATL,Steven Adams,C,36.1,3735,0,12874,3,5849,1,2443,3,11548,0,13385,13,591,3,415,2,4097,7
11/30/2018,WAS,Washington Wizards,WAS @ PHI,John Wall,G,32.1,5249,1,7056,7,1184,0,7843,4,8828,2,6102,3,12137,3,415,2,4097,8
11/30/2018,OKC,Oklahoma City Thunder,OKC vs. ATL,Patrick Patterson,F,26.7,7833,3,1597,3,5849,0,7843,4,8828,2,6102,1,18809,3,415,1,8514,9
11/30/2018,OKC,Oklahoma City Thunder,OKC vs. ATL,Nerlens Noel,F-C,37.4,3345,0,12874,0,18130,2,812,6,4636,2,6102,7,3913,3,415,0,15731,10
11/3/2018,UTA,Utah Jazz,UTA @ DEN,Donovan Mitchell,G,40,2657,0,12874,2,8551,0,7843,7,3260,2,6102,5,7038,5,25,0,15731,1
11/3/2018,PHI,Philadelphia 76ers,PHI vs. DET,Ben Simmons,G,35.5,3937,0,12874,5,2659,0,7843,2,14769,5,1672,5,7038,5,25,2,4097,2
11/3/2018,HOU,Houston Rockets,HOU @ CHI,James Harden,G,40.7,2493,5,280,7,1184,0,7843,7,3260,6,1093,1,18809,4,121,8,25,3
11/3/2018,HOU,Houston Rockets,HOU @ CHI,Chris Paul,G,34.2,4437,0,12874,8,789,0,7843,3,11548,1,10110,6,5192,4,121,4,786,4
11/3/2018,UTA,Utah Jazz,UTA @ DEN,Ricky Rubio,G,30.8,5846,1,7056,6,1803,0,7843,3,11548,4,2601,4,9339,4,121,6,130,5
11/3/2018,SAS,San Antonio Spurs,SAS vs. NOP,Bryn Forbes,G,19.7,12090,0,12874,1,12618,0,7843,3,11548,1,10110,1,18809,4,121,2,4097,6
11/3/2018,BOS,Boston Celtics,BOS @ IND,Marcus Smart,G,23.5,9670,1,7056,9,525,0,7843,1,18112,0,13385,0,22086,3,415,2,4097,7
11/3/2018,IND,Indiana Pacers,IND vs. BOS,Victor Oladipo,G,46.9,1399,4,662,3,5849,0,7843,6,4636,8,447,12,814,3,415,5,338,8
11/3/2018,DEN,Denver Nuggets,DEN vs. UTA,Paul Millsap,F,29,6657,1,7056,2,8551,0,7843,6,4636,0,13385,5,7038,3,415,2,4097,9
11/3/2018,ATL,Atlanta Hawks,ATL vs. MIA,DeAndre' Bembry,F,21.3,11046,0,12874,3,5849,0,7843,2,14769,2,6102,4,9339,3,415,3,1827,10
11/29/2018,IND,Indiana Pacers,IND @ LAL,Thaddeus Young,F,31.5,5512,0,12874,1,12618,0,7843,5,6509,1,10110,5,7038,5,25,2,4097,1
11/29/2018,IND,Indiana Pacers,IND @ LAL,Darren Collison,G,30.6,5947,1,7056,4,3929,0,7843,3,11548,2,6102,3,12137,4,121,0,15731,2
11/29/2018,TOR,Toronto Raptors,TOR vs. GSW,Kyle Lowry,G,45.6,1597,2,3543,12,111,0,7843,4,8828,0,13385,8,2894,3,415,1,8514,3
11/29/2018,IND,Indiana Pacers,IND @ LAL,Tyreke Evans,G,24.3,9159,2,3543,5,2659,0,7843,2,14769,3,4174,4,9339,3,415,6,130,4
11/29/2018,LAC,LA Clippers,LAC @ SAC,Danilo Gallinari,F,32.8,4968,2,3543,2,8551,0,7843,7,3260,0,13385,4,9339,3,415,0,15731,5
11/29/2018,LAL,Los Angeles Lakers,LAL vs. IND,Josh Hart,G,25.2,8653,1,7056,2,8551,0,7843,6,4636,0,13385,1,18809,3,415,1,8514,6
11/29/2018,LAC,LA Clippers,LAC @ SAC,Shai Gilgeous-Alexander,G,41,2414,1,7056,4,3929,2,812,6,4636,4,2601,5,7038,2,1393,0,15731,7
11/29/2018,LAL,Los Angeles Lakers,LAL vs. IND,LeBron James,F,61.3,277,2,3543,7,1184,0,7843,15,65,6,1093,9,2204,2,1393,4,786,8
11/29/2018,GSW,Golden State Warriors,GSW @ TOR,Damion Lee,G,15.6,14808,1,7056,0,18130,0,7843,3,11548,0,13385,3,12137,2,1393,1,8514,9
11/29/2018,SAC,Sacramento Kings,SAC vs. LAC,De'Aaron Fox,G,41.1,2388,1,7056,9,525,1,2443,6,4636,4,2601,3,12137,2,1393,2,4097,10
11/28/2018,HOU,Houston Rockets,HOU vs. DAL,James Harden,G,73.7,60,4,662,17,4,0,7843,7,3260,7,723,11,1140,6,3,8,25,1
11/28/2018,NYK,New York Knicks,NYK @ PHI,Mario Hezonja,F,37.5,3321,2,3543,1,12618,0,7843,7,3260,1,10110,5,7038,5,25,2,4097,2
11/28/2018,CHI,Chicago Bulls,CHI @ MIL,Ryan Arcidiacono,G,48,1227,5,280,4,3929,0,7843,6,4636,5,1672,5,7038,5,25,1,8514,3
11/28/2018,UTA,Utah Jazz,UTA @ BKN,Donovan Mitchell,G,44.5,1768,2,3543,1,12618,0,7843,12,318,3,4174,5,7038,4,121,4,786,4
11/28/2018,PHX,Phoenix Suns,PHX @ LAC,Richaun Holmes,F-C,34.3,4399,0,12874,1,12618,2,812,4,8828,2,6102,4,9339,4,121,0,15731,5
11/28/2018,CHA,Charlotte Hornets,CHA vs. ATL,Kemba Walker,G,40.3,2579,1,7056,3,5849,1,2443,6,4636,6,1093,4,9339,4,121,3,1827,6
11/28/2018,DAL,Dallas Mavericks,DAL @ HOU,Dennis Smith Jr.,G,35.5,3937,1,7056,5,2659,1,2443,4,8828,1,10110,5,7038,4,121,3,1827,7
11/28/2018,WAS,Washington Wizards,WAS @ NOP,Austin Rivers,G,20.9,11321,0,12874,5,2659,0,7843,1,18112,0,13385,2,15352,4,121,3,1827,8
11/28/2018,ATL,Atlanta Hawks,ATL @ CHA,Dewayne Dedmon,C,25.4,8548,1,7056,0,18130,0,7843,4,8828,0,13385,7,3913,3,415,1,8514,9
11/28/2018,BKN,Brooklyn Nets,BKN vs. UTA,Joe Harris,F-G,22.4,10328,2,3543,2,8551,0,7843,2,14769,2,6102,2,15352,3,415,0,15731,10
11/27/2018,MIA,Miami Heat,MIA vs. ATL,Wayne Ellington,G,39.5,2784,5,280,3,5849,0,7843,5,6509,0,13385,5,7038,5,25,1,8514,1
11/27/2018,MIA,Miami Heat,MIA vs. ATL,Josh Richardson,G,47.6,1288,2,3543,4,3929,0,7843,6,4636,8,447,8,2894,5,25,5,338,2
11/27/2018,IND,Indiana Pacers,IND @ PHX,Tyreke Evans,G,17.4,13598,2,3543,0,18130,0,7843,3,11548,0,13385,2,15352,4,121,5,338,3
11/27/2018,ATL,Atlanta Hawks,ATL @ MIA,DeAndre' Bembry,F,23.3,9779,0,12874,1,12618,1,2443,3,11548,0,13385,4,9339,4,121,4,786,4
11/27/2018,ATL,Atlanta Hawks,ATL @ MIA,Omari Spellman,F,29.8,6292,2,3543,0,18130,0,7843,4,8828,4,2601,4,9339,4,121,1,8514,5
11/27/2018,PHX,Phoenix Suns,PHX vs. IND,Devin Booker,G,40.8,2462,3,1597,8,789,0,7843,7,3260,3,4174,4,9339,3,415,5,338,6
11/27/2018,MEM,Memphis Grizzlies,MEM vs. TOR,Mike Conley,G,47,1378,2,3543,6,1803,2,812,7,3260,4,2601,5,7038,3,415,3,1827,7
11/27/2018,TOR,Toronto Raptors,TOR @ MEM,Fred VanVleet,G,32.9,4932,3,1597,3,5849,0,7843,6,4636,3,4174,2,15352,3,415,1,8514,8
11/27/2018,TOR,Toronto Raptors,TOR @ MEM,Kawhi Leonard,F,44.5,1768,1,7056,5,2659,1,2443,5,6509,6,1093,10,1582,2,1393,1,8514,9
11/27/2018,MIA,Miami Heat,MIA vs. ATL,Hassan Whiteside,C,33,4889,0,12874,0,18130,2,812,5,6509,1,10110,10,1582,2,1393,2,4097,10
11/26/2018,UTA,Utah Jazz,UTA vs. IND,Joe Ingles,F,28.9,6714,2,3543,3,5849,0,7843,4,8828,0,13385,2,15352,5,25,3,1827,1
11/26/2018,BOS,Boston Celtics,BOS @ NOP,Kyrie Irving,G,56,510,5,280,10,325,0,7843,10,888,1,10110,5,7038,5,25,6,130,2
11/26/2018,IND,Indiana Pacers,IND @ UTA,Darren Collison,G,40.1,2630,0,12874,11,183,0,7843,4,8828,0,13385,3,12137,4,121,0,15731,3
11/26/2018,HOU,Houston Rockets,HOU @ WAS,PJ Tucker,F,35.1,4085,1,7056,3,5849,1,2443,2,14769,0,13385,13,591,3,415,2,4097,4
11/26/2018,BOS,Boston Celtics,BOS @ NOP,Jayson Tatum,F,40.9,2437,2,3543,1,12618,1,2443,7,3260,4,2601,7,3913,3,415,1,8514,5
11/26/2018,HOU,Houston Rockets,HOU @ WAS,James Harden,G,81.1,16,7,46,13,71,0,7843,17,21,13,62,8,2894,3,415,11,1,6
11/26/2018,NOP,New Orleans Pelicans,NOP vs. BOS,Anthony Davis,F-C,66.7,132,0,12874,5,2659,3,272,8,2174,11,128,16,207,3,415,5,338,7
11/26/2018,BOS,Boston Celtics,BOS @ NOP,Al Horford,C-F,40.3,2579,3,1597,3,5849,1,2443,8,2174,1,10110,4,9339,3,415,1,8514,8
11/26/2018,NOP,New Orleans Pelicans,NOP vs. BOS,Jrue Holiday,G,34.7,4240,1,7056,7,1184,1,2443,4,8828,4,2601,6,5192,3,415,8,25,9
11/26/2018,WAS,Washington Wizards,WAS vs. HOU,Otto Porter Jr.,F,33.2,4793,1,7056,2,8551,0,7843,5,6509,3,4174,6,5192,3,415,0,15731,10
